city,borough,title,foundry,fabricator,primary_architect_first,landscape_architect_last,artwork_type1,location_name,landscape_architect_middle,lot,date_created_approximation,primary_artist_first,date_dedicated,date_dedicated_approximation,secondary_artist_first,inscription,pdc_records,secondary_artist_last,material,subject_keyword,primary_architect_middle,date_created,landscape_architect_first,primary_artist_last,block,secondary_architect_last,address,secondary_architect_middle,artwork_type2,alternate_title,secondary_architect_first,latitude,state
New York,Manhattan,Robert F. Wagner,,,,,Plaque,,Department of Parks and Recreation,21.0,N,,1961,N,,TO COMMEMORATE THE PLANTING / OF ONE HUNDRED TREES / IN HONOR OF/ ROBERT F. WAGNER / MAYOR OF THE CITY OF NEW YORK / FOR HIS GREAT VISION AND DEVOTION / TO CIVIC IMPROVEMENT/ PRESENTED BY THE ALBERT AND MARY LASKER FOUNDATION / 1960 /,3387,,Bronze,"Politician, Mayor, Veteran, World War II, Public Servant, Ambassador, War",,1961,,,1375,,655 Madison Avenue,,Monument/Memorial,,,40.7644678,NY
Brooklyn,Brooklyn,Leiv Eiriksson,,,,,"Stele, bas-relief",Leif Ericson Park,,1.0,N,August,1939,N,,"Main plaque: LEIV EIRIKSSON / DISCOVERED AMERICA YEAR 1000 / 

Lower plaque: THIS IS A REPLICA OF A RUNE STONE FOUND / IN TUNE, NORWAY --- RUNE STONES / WERE ERECTED IN HONOR OF VIKING HEROES / DEDICATED JULY 6TH, 1939 BY / H.R.H. CROWN PRINCE OLAV OF NORWAY /",1927,,"Bronze, granite","Explorer, Norwegian",,1939,,Werner,5843,,Shore Road Drive between 4th Avenue and 5th Avenue,,Monument/Memorial,Leif Ericson,,40.636639,NY
New York,Manhattan,Antonin Dvorak,,,Jan,,Statue,Stuyvesant Square,,1.0,N,Ivan,1997,N,,ANTONIN DVORAK / 1841 - 1904,2114,,Bronze on granite,"Composer, Music, Musician",Hird,1963,,Mestrovic,922,,East 17th Street and Nathan D. Perlman Place,,Monument/Memorial,,,"40.733828,",NY
Brooklyn,Brooklyn,Brooklyn Public Library Gates,,,Raymond,,Decorative panels,Grand Army Plaza Library,,2.0,N,Thomas,1941,N,,,300,,Bronze,"Library, Literary Characters",,1940,,Jones,1183,,10 Grand Army Plaza,,Artwork,,,40.672534,NY
Brooklyn,Brooklyn,Timecast,,,,,Installation,,,,N,Nobuho,2012,N,,"[The name of tree, date and time of shadow tracing, are inscribed alongside the shadows].",6825,,Bluestone Pavers,"Abstract, Sidewalk",,2012,,Nagasawa,,,Columbia Street and Baltic Street,,Artwork,,,40.688284,NY
New York,Manhattan,The Family,Bedi-Makky Art Foundry,Lithos International (pedestal),,,Sculpture,Bleecker Playground,,2.0,N,Chaim,1992,N,,"Base: THE FAMILY / 1979 / CHAIM GROSS /---/ DONATED TO THE CITY OF NEW YORK, 1991 / IN HONOR OF / EDWARD I. KOCH / MAYOR 1978-1989",5357,,"Bronze, Carnelian red granite","Abstract, Children",,1979,,Gross,632,,Bleecker Street and West 11th Street,,Artwork,,,40.736066,NY
Brooklyn,Brooklyn,V.F.W. Post 4658 World War II Memorial Plaque,,,,,Plaque,Lady Moody Square,,2.0,N,,1937,N,,IN GRATEFUL / REMEMBRANCE OF THOSE FROM THIS COMMUNITY / WHO MADE THE SUPREME SACRIFICE / IN WORLD WAR II / ERECTED BY THE / CHARLES AND FRANK TRAPANI TWINS / POST #4658 V.F.W.,4719,,"Bronze, concrete","World War II, War",,1937,,,7123,,Avenue U and Village Road North,,Monument/Memorial,,,40.596738,NY
Corona,Queens,Etched Granite Pavement,,,,,Site-specific installation,Flushing Meadows Corona Park,,1.0,Y,Matt,1995,N,,,2103,,Black granite,1964-65 World's Fair,,1994,,Mullican,2018,,Unisphere,,Artwork,,,40.746667,NY
New York,Manhattan,East 107th Street Recreational Pier,,,,,Pier,East River Playground,,58.0,N,Andrea,1997,N,,,5053,,"Paving, concrete, terrazzo",Pier,,1997,,Blum,1700,,East 107th Street and Bobby Wagner Walk,,Artwork,,,40.789216,NY
New York,Manhattan,Wireless Operators Memorial,,,Edward,,"Cenotaph, fountain, benches",Battery Park,,1.0,N,,1915,N,,ERECTED IN / MEMORY OF / WIRELESS / OPERATORS / LOST AT SEA / AT THE POST / OF DUTY,760,,Granite,"Maritime, War",S.,1913,,,3,Bottomley,State Street and Pearl Street,L.,Monument/Memorial,,Will,40.703167,NY
New York,Manhattan,Kimlau War Memorial,,,Poy,,Arch,Chatham Square,,100.0,N,,1962,N,,IN MEMORY OF THE AMERICANS OF / CHINESE ANCESTRY WHO LOST THEIR LIVES / IN DEFENSE OF FREEDOM AND DEMOCRACY,"3332, 4174",,"Granite, structural steel, cement","Chinese, Arch, Asian, East Asian, Veterans",G.,1962,,,117,,East Broadway and Worth Street,,Monument/Memorial,,,40.713500,NY
New York,Manhattan,Frank L. Dowling,,,,,Gateposts,Chelsea Park,,100.0,N,,1926,N,,ERECTED TO / THE MEMORY OF / HON. FRANK / L. DOWLING / BORN 1865 / DIED 1919 / BY THE / SEYMOUR / TAMMANY CLUB / OF CHELSEA / NEIGHBORHOOD,1325,,Granite,"Politician, Public Servant, Borough President",,1926,,,724,,9th Avenue and 27th Street,,Monument/Memorial,,,40.749293,NY
Long Island City,Queens,Luminescence,Dura Art Stone,,,,Site-specific installation,Hunters Point South Waterfront Park,,1.0,N,Nobuho,2018,N,,,6544,,"White Portland cement (integrated with phosphorous particles, pigment, reflective silicon carbide grains)","Abstract, Nature, Lunar",,2017,,Nagasawa,6,,"54th Avenue, Center Boulevard, 55th Avenue and East River",,Artwork,,,40.740883,NY
Brooklyn,Brooklyn,General Edward Fowler,,,,,Statue,Fowler Square,,56.0,N,Henry,1902,N,,"FRONT : FOWLER 

BACK: ERECTED BY THE CITY OF BROOKLYN 
IN HONOR OF THE SERVICES RENDERED BY THE 14TH REGT. N.Y.G.M. 
1861 - 1865 
BULL RUN 
BURNS HILLS --- FALMOUTH 
SPOTTSYLVANIA AUG. 1896 --- CHANTILLY 
FREDERICKSBURG --- WILDERNESS 
MINE RUN --- LAUREL HILL 

RAPPAHANNOCK STATION --- FITZBURGH CROSSING 
SOUTH MOUNTAIN --- PORT ROYAL 
CHANCELLORSVILLE --- SEMINARY HILL 

MANASSAS PLAINS --- SULPHUR SPRINGS 
GETTYSBURG --- ANTIETAM 
GROVETON --- GAINESVILLE 
SPOTTSYLVANIA 1864 
DEDICATED MAY 18TH, 1902",915,,"Bronze, granite","American Civil War, War",,1902,,Baerer,2113,,Lafayette Avenue between South Elliott Place and Fulton Street,,Monument/Memorial,,,40.686950,NY
Bronx,Bronx,City Island World War Memorial,,,,,"Stele, plaque",City Island Park,,37.0,,,,,,IN HONOR OF THE / BOYS OF CITY ISLAND / WHO SERVED IN THE WORLD WAR / [104 names] / AND IN MEMORY OF / LEONARD H. HAWKINS / WHO GAVE HIS LIFE FOR HIS COUNTRY / THIS TABLET DEDICATED BY THE PEOPLE / OF CITY ISLAND AND ERECTED BY THE / WOMEN'S AUXILIARY OF LEONARD H. HAWKINS / POST NO. 156 OF THE AMERICAN LEGION,6948,,"Bronze, granite","World War I, War",,,,,5630,,City Island Avenue and Hawkins Street,,Monument/Memorial,,,40.846581,NY
Bronx,Bronx,"Riverdale, Spuytenduyvil, Kingsbridge Memorial Bell Tower",,,Dwight,,"Belfry tower, plaques",Bell Tower Park,,,N,,1931,N,,,1667,,"Bronze, fieldstone, limestone","World War I, War",James,1931,,,,,Riverdale Avenue and 239th Street,,Monument/Memorial,Riverdale Monument,,40.889281,NY
New York,Manhattan,Carmine Street Pool Mural,,,,,Mural,James J. Walker Park,,1.0,N,Keith,1987; 1997,N,,,265,,Paint,"Graffiti, Pop Art",,1987,,Haring,582,,1 Clarkson Street,,Artwork,,,40.729716,NY
New York,Manhattan,William Tecumseh Sherman,"Group and wreaths--Thiebaut Freres, Paris","Plaque--International Bronze, Garden City, Long Island",Charles,,Statue,Central Park,,1.0,N,Augustus,1903,N,,"TO GENERAL / WILLIAM TECUMSEH SHERMAN / BORN FEB. 8, 1820 / DIED FEB. 14, 1891 / ERECTED BY CITIZENS OF NEW YORK / UNDER THE AUSPICES OF THE / CHAMBER OF COMMERCE / OF THE STATE OF NEW YORK / 

GENERAL WILLIAM TECUMSEH SHERMAN / AUGUSTUS SAINT-GAUDENS, SCULPTOR / CHARLES FOLLEN MCKIM, ARCHITECT / 1903 /",26,,"Gilded bronze, granite","Allegorical, American Civil War, Equestrian",Follen,1902,,Saint-Gaudens,1111,,Central Park South and Fifth Avenue,,Monument/Memorial,Sherman Monument,,40.764806,NY
New York,Manhattan,Close Contact,,,,,"Sculpture, bench",Museum of Arts and Design,,1.0,N,Gustav,2009,N,Ulla,,3256,Kraitz,Diabase,Abstract,,2009,,Kraitz,1030,,2 Columbus Circle,,Artwork,,,40.767538,NY
Brooklyn,Brooklyn,Lafayette Memorial,Gorham Co.,,Henry,,"Stele, bas-relief",Prospect Park,,1.0,N,Daniel,1917,N,,"Front: THE MARQUIS DE LAFAYETTE [---] THIS MONUMENT WAS / ERECTED AND PRESENTED BY HENRY HARTEAU A DISTINGUISHED CITIZEN OF BROOKLYN TO BE AN / ENDURING TRIBUTE TO THE MEMORY OF ONE WHO AS / A FRIEND AND COMPANION OF THE IMMORTAL WASHINGTON FOUGHT TO ESTABLISH IN OUR COUNTRY / THOSE VITAL PRINCIPLES OF LIBERTY AND HUMAN / BROTHERHOOD WHICH HE AFTERWARD LABORED TO ESTABLISH IN HIS OWN

Rear: THIS MEMORIAL WAS UNVEILED AND DEDICATED BY / MARSHALL JOFFRE AND M. VIVANI OF THE FRENCH / WAR COMMISSION, MAY 10, 1917",832,,"Bronze, Milford pink granite","American Revolutionary War, Colonial, French, War",,1917,,French,1117,,9th Street and Prospect Park West,,Monument/Memorial,,,40.664472,NY
Brooklyn,Brooklyn,Sixty First District Memorial,,,,,"Statue, stele",Greenwood Playground,,53.0,N,Charles,1922,N,,"Stele (front): IN HONOR OF/ THE MEN OF THIS DISTRICT / WHO SERVED THEIR COUNTRY/IN THE WORLD WAR / 1917-1918

Relief (front): THEY GAVE THEIR LIVES/IN THE CAUSE OF FREEDOM / [47 names arranged in two columns] / GREATER LOVE HATH NO MAN THAN THIS / THAT A MAN LAY DOWN HIS LIFE FOR HIS FRIENDS 

Stele (left): AISNE MARNE / CHATEAU THIERRY / BELLEAU WOOD /HIDENBURG LINE/ST MIHIEL/MEUSE ARGONNE

Stele (rear): ERECTED NOVEMBER 11 1922 / BY THE / CITIZENS MEMORIAL ASSOCIATION / OF DRAFT BOARD DISTRICT SIXTY ONE",1119,,"Bronze, granite","Allegorical, World War I, War",,1922,,Keck,5274,,Greenwood Ave and East 5th Street,,Monument/Memorial,,,40.650879,NY
Brooklyn,Brooklyn,Bartel-Pritchard Circle War Memorial,,,,,Plaque,Bartel-Pritchard Square,,,Y,,1965,N,,"Side 1: 
[VFW symbol] / IN MEMORY OF THE MEN / OF THIS COMMUNITY WHO / HAVE GIVEN THEIR LIVES / IN WARTIME SERVICE/ TO THEIR COUNTRY/ ERECTED BY / PATRICK J. DEVANEY POST #964 / V.F.W. OF U.S. / 1965 / 

Side 2:
[VFW symbol] / FOR VALOR / AND / SACRIFICE / 1965 /",3624,,Granite,"War, Veterans",,1965,,,,,Prospect Park Southwest and Prospect Park West,,Monument/Memorial,,,40.661006,NY
New York,Manhattan,Charles and Murray Gordon,,,,,"Plaque, plinth",Fort Washington Park,,2.0,N,,1925,N,,"1st tablet: IN MEMORY OF / CHARLES GORDON / DIED IN THE SERVICE OF HIS COUNTRY / OCT. 7, 1918 / DEDICATED BY / CHARLES AND MURRY GORDON/ POST NO. 130 / JEWISH WAR VETERANS / OF THE UNITED STATES 2nd tablet: IN MEMORY OF / MURRY GORDON / A.E.F. - KILLED IN ACTION / FRANCE OCT. 10, 1918 / DEDICATED BY / CHARLES AND MURRY GORDON / POST NO. 130 / JEWISH WAR VETERANS / OF THE UNITED STATES",,,"Bronze, cast stone","Jewish, World War I, War, Veterans",,1925,,,2140,,Riverside Drive and West 156th Street,,Monument/Memorial,,,40.834443,NY
Brooklyn,Brooklyn,Mathematical Star,,Miotto Mosaics Art Studios,,,"Decorative pavement, mosaic",Marcy Plaza,,1.0,N,Ellen,2013,N,,,6371,,Ceramic tile,"Mosaic, Pattern",,2013,,Harvey,1854,,Marcy Avenue and MacDonough Street,,Artwork,Quilt,,40.680646,NY
Brooklyn,Brooklyn,Sgt. Charles W. Heisser,,,,,"Plaque, plinth",Heisser Square Park,,1.0,N,,1920,N,,"HEISSER SQUARE / WAS NAMED IN HONOR OF / SGT. CHARLES W. HEISSER / CO. H. 106TH. INFANTRY / KILLED IN ACTION, SEPT. 29, 1918. / HINDENBURG LINE, / LIES IN BONY, FRANCE /",,,"Bronze, granite","World War I, War, Veterans",,1920,,,3299,,Myrtle Avenue between Knickerbocker and Bleecker Street,,Monument/Memorial,,,40.698706,NY
New York,Manhattan,Night Presence IV,,"Lippincott, North Haven, Connecticut",,,Sculpture,Park Avenue Malls,,,N,Louise,1973,N,,NEVELSON / 1/3/1972 / WORK EXECUTED BY LIPPINCOTT / NORTH HAVEN CONN SIGNED,3297,,Cor-Ten steel,Abstract,,1972,,Nevelson,,,East 92nd Street and Park Avenue,,Artwork,,,40.784111,NY
Flushing,Queens,Corporal William Leonard Square,,,,,"Plaque, flagstaff",Corporal Leonard Square,,,N,,1934,N,,"IN MEMORIAM / CORPORAL / WM. A . LEONARD / AMERICAN LEGION / POST 422 / NOV. 11, 1934",,,"Bronze, cast stone","World War I, War",,1934,,,,,"155th Street, Northern Boulevard, Roosevelt Avenue",,Monument/Memorial,,,40.764093,NY
Bronx,Bronx,Orchard Beach Flagstaff,,,Aymar,Clarke,"Flagstaff base, plaque",Pelham Bay Park,D.,1.0,N,,1938,N,,"IN MEMORY OF / VINCENT MANGO / ""JIMMY CIGARS"" / MAYOR OF ORCHARD BEACH / 1926-1978 / FROM HIS FRIENDS",1842,,"Granite, steel",,,1938,Gilmore,,5650,,Orchard Beach,,Monument/Memorial,Vanities Flagstaff,,40.866116,NY
Bronx,Bronx,Fort Number Four Tablet,Paul E. Cabaret and Co.,,,,Plaque,Fort Four Playground,,220.0,N,,1914,N,,FORT NUMBER FOUR / OF THE EXTERIOR DEFENSES OF / FORT WASHINGTON AND KING'S BRIDGE / CONSTRUCTED BY THE AMERICAN ARMY / UNDER GENERAL WASHINGTON / 1776 / --- / THE DAUGHTERS OF THE REVOLUTION / STATE OF NEW YORK / ERECTED THIS MEMORIAL / 1914,778,,Bronze,"American Revolutionary War, Colonial, War",,1914,,,3250,,Reservoir Avenue and University Avenue,,Marker,,,40.873806,NY
New York,Manhattan,Charles Revson Fountain,,"Slattery Contracting Co. (GC); Eugene Duklauer Inc. (plumbing); Nager Electric Co., Inc. (electric); Syska & Hennessy Inc. (mechanical engineer); J.S. Hamel of Hamel & Langer (fountain engineer)",,,Fountain,Lincoln Center,,1.0,N,,1964,N,,"Dedicated: INAUGURATED BY HON. PAUL R. SCREVANE, PRES OF NYC COUNCIL AND WILLIAM SCHUMAN PRES OF LINCOLN CENTR / 

Inscription: THIS FOUNTAIN IS DONATED BY THE REVLON FOUNDATION IN HONOR OF CHARLES REVSON",3470,,Black Granite,"Fountain, philanthropist, businessman, Revlon",,1964,,,1134,,Columbus Avenue between 62nd Street and 63rd Street,,Artwork/Monument,Lincoln Center fountain,,40.772310,NY
New York,Manhattan,New York City AIDS Memorial,,,,,"Sculpture, engraved paving",St. Vincent's Triangle,,1.0,N,Jenny,2016,N,,Paving: [PASSAGES FROM WALT WHITMAN’S POEM “SONG OF MYSELF”],7074,,"Steel, Granite","Abstract, AIDS, LGBTQ+, Activism, Health Professionals, Health",,2016,,Holzer,617,,West 12th Street and Greenwich Avenue,,Monument/Memorial,,,40.737428,NY
Staten Island,Staten Island,Eugene G. Putnam,,,,,Fountain,Veterans Park,,1.0,N,Virgil,1915,N,,1865-1913 / IN MEMORY OF / EUGENE G. PUTNAM / PRINCIPAL FOR 17 YEARS / OF PUBLIC SCHOOL 20 / PRESENTED BY HIS FRIENDS / IN SCHOOL AND COMMUNITY/,802,,Granite,"Public Servant, Education",,1915,,Fuller,1019,,Heberton Avenue and Vreeland Street,,Monument/Memorial,,,40.636838,NY
Staten Island,Staten Island,The Watering Place,,,,,Plaque,Tompkinsville Park,,50.0,N,,1925,N,,"THE WATERING PLACE / NEAR THIS SPOT EARLY / COLONIAL NAVIGATORS / REPLENISHED THEIR SHIPS' / SUPPLY OF WATER FROM / A SPRING WELL KNOWN / TO THOSE ANCHORING / INSIDE THE NARROWS / BEFORE THE YEAR 1623. / THE RICHMOND COUNTY CHAPTER, / DAUGHTERS OF / THE AMERICAN REVOLUTION, / PLACE THIS TABLET TO MARK / THE EARLIEST HISTORICAL SPOT / ON STATEN ISLAND. / 1925 /",,,"Bronze, natural boulder",Colonial,,1925,,,497,,Bay Street and Victory Boulevard,,Marker,,,40.637523,NY
Bronx,Bronx,Scorpions,,,Aymar,,Bas-relief roundel,Crotona Pool Bath House,,1.0,Y,Frederick,1936,N,,,177,,Stone,"Animals, WPA, Bathhouse",,1936,,Roth,2941,,173rd Street and Fulton Avenue,,Artwork,,,40.839942,NY
New York,Manhattan,Mohandas Gandhi,,,,,Statue,Union Square Park,,2.0,N,Kantilal,1986,N,,"“MY OPTIMISM RESTS IN MY BELIEF IN THE INFINITE POSSIBILITIES OF THE INDIVIDUAL TO DEVELOP NONVIOLENCE. ..IN A GENTLE WAY YOU CAN SHAKE THE WORLD.”/
MOHANDAS K. GANDHI/OCTOBER 2, 1869-JANUARY 30, 1948/
STATUE PRESENTED TO THE CITY OF NEW YORK /AND CITIZENS OF THE UNITED STATES OF AMERICA BY/
GANDHI MEMORIAL INTERNATIONAL FOUNDATION/
PATRON/MOHAN B. MURJANI/
CONTRIBUTORS/
MURJAN INTERNATIONAL, LTD., PAR PHARMACEUTICALS, AIR INDIA, GANDHI BROTHERS, INC., PRAVEEN AFRIDI, RAM M. BACAI, SANTS CHATWAL, DEV R. CHITKARA, SURESH C. GUPTA, NARENDRA K. HADPAWAT, KAMLU AND SHAM LALL, PERRY LEVINE, SURESH P. MASTER, KRISHNA K. MEHTA, PAVNOV PANDHI, HARSHAD PAREKH, ASHOK PATEL, R.K. PATEL, ZLATKO PAUNOV, GOVINDAPPA RANGAIAH, H.K. CHANDRA SEKHAR,  SHAMAROA AND LAXMI TATTI, DON SHELDON, KOTHARI AND GANDHI FAMILY, ANONYMOUS/ DEDICATED OCTOBER 2, 1986/ EDWARD I. KOCH/ MAYOR OF THE CITY OF NEW YORK/ HENERY J. STERN/ COMMISSIONER OF PARKS AND RECREATION/",4211,,Bronze,"Activist, Civil Rights, Hindu, Indian, Reformer, Asian, South Asia",,1986,,Patel,845,,Union Square West between East 15th Street and East 14th Street,,Monument/Memorial,,,40.735556,NY
New York,Manhattan,Marquis de Lafayette,,,,,Statue,Union Square Park,,2.0,N,Frederic,1876,N,,"(LEFT SIDE OF PEDESTAL)
TO THE CITY OF NEW YORK/ FRANCE/IN REMEMBRANCE OF SYMPATHY/ IN THE TIME OF TRIAL/ 1870-1871/

(ON RIGHT SIDE OF PEDESTAL)
AS SOON AS I HEAR OF AMERICAN INDEPENDENCE/MY HEART WAS ENLISTED/ 1776

(LOWER RIGHT OF SCULPTURE)
A. BARTHOLDI 1873",762,,"Bronze, granite","American Revolutionary War, Colonial, French, Military, War",,1873,,Bartholdi,845,,Union Square East Between East 15th and East 16th street,,Monument/Memorial,,,40.735694,NY
Brooklyn,Brooklyn,This Way,,,,,Light Installation,Brooklyn Bridge Pedestrian Underpasses,,,N,Linnaea,2009,N,Karin,,389,Tehve,"LED, Fiberoptic cable, steel, aluminum","Abstract, Light Installation",,2009,,Tillett,,,Intersection of Washington Street and Prospect Street,,Artwork,,,40.700705,NY
Long Island City,Queens,Capt. Malcolm A. Rafferty,,,,,Stele,Captain Malcolm A. Rafferty Square,,,N,,1937,N,,"IN MEMORIAM / CAPT. MALCOLM A. RAFFERTY / CAMP NO 80 U.S.W.V. / DIED AUGUST 16, 1903 / MAY 30, 1937 /",,,"Bronze, natural boule","Spanish-American War, War",,1937,,,,,"44th Road and 44th Drive, near Jackson Avenue",,Monument/Memorial,,,40.747504,NY
Brooklyn,Brooklyn,Antonio Meucci Memorial,A. Ottavino Corp.,,,,Statue,Meucci Triangle,,,N,,1989,N,,"ANTONIO MEUCCI / 1808-1889 / FATHER OF THE TELEPHONE / FIRST U.S. PATENT CAVEAT 3335 / DEC. 28, 1871 / ERECTED AD MCMLXXXIX / ITALIAN HISTORICAL SOCIETY / JOHN LA CORTE - FOUNDER / A. OTTAVINO - DONOR/",5184,,Granite,"Inventor, Italian",,1989,,,,,Ave U between W 12th and 86th Street,,Monument/Memorial,,,40.595737,NY
Staten Island,Staten Island,9/11 First Responders Memorial,,,,,"Railing, marker",North Shore Esplanade Park,,20.0,N,Masayuki,2017,N,,"Dedicated to those / First Responders / who lost their lives as a result of their / service in the / rescue and recovery efforts at the / World Trade Center / in the days and months following / September 11, 2001",6145,,Blue green quartzite,"9/11, , September 11 attacks, First Responders",,2017,,Sono,2,,Hamilton Avenue and Richmond Terrace,,Monument/Memorial,,,40.646881,NY
New York,Manhattan,Albert Bertel Thorvaldsen,,,,,Statue,Central Park,,1.0,N,Albert,1894,N,,Lower Rear: ERECTED BY THE DANES IN THE U.S. OF AMERICA Front pedestal: THORVALDSEN,251,,Bronze on granite base,"Danish, Artist, Sculptor",,1892,,Thorvaldsen,1111,,Fifth Avenue at 96th Street,,Monument/Memorial,,,"40.788611,",NY
Brooklyn,Brooklyn,George Washington at Valley Forge,Roman Bronze Works,,,,Statue,Williamsburg Bridge Plaza and Playground,,56.0,N,Henry,1906,N,,"VALLEY FORGE/ THIS MONUMENT IS PRESENTED TO THE CITY/ BY JAMES R. HOWE / MEMBER OF 54TH-55TH U.S. CONGRESS / AND REGISTER OF KINGS COUNTY / COMMITTEE OF SUPERVISION AND CONSTRUCTION / 22 FEBRUARY 1901 / CHARLES A. SCHILREN, JAMES H. POST, HENRY BATTERMAN, / E.H.M. ROEHR, ANDREW AND WILLIAM BERRI, THOMAS P. PETER, / EDWARD M. GROUT, I.F. FISHER, JOSEPH W. KAY, E. DWIGHT/ CHUCH, G.H. TIEBOUT, GILBERT B. MASTERS, THOMAS H. / HULL, HUBERT G. TAYLOR, HERMAN SCHWICKART, ANDREW MC / LEAN, GEO. W. SCHAEDLE, HERBERT E. GUNNISON, JAMES D. / BELL, M.S. KENNEDY, GEORGE W. BRUSH, GEORGE W. BROWER, / I.S. REMSON, H.M. ROEHR, N.W. WELLS, GEO. R. VALENTINE, / JOHN F. CLARKE, DAVID GIFFING, NATHAN H. ROBERTS, / D.G. DOWNEY /",1429,,"Bronze, granite","President of the United States, American Revolutionary War, War, Colonial, Euqestrian",,1906,,Shrady,2446,,"Roebling Street, S. 5th Place and S. 4th Street",,Monument/Memorial,,,40.710500,NY
New York,Manhattan,East Coast Memorial,"Bedi-Rassy Art Foundry, NY",,Paul,,"Statue, pedestals",Battery Park,,1.0,N,Albino,1963,N,,"Front pedestal: 1941 **** 1945 / ERECTED BY THE UNITED STATES OF AMERICA / IN PROUD AND GRATEFUL REMEMBRANCE / OF HER SONS / WHO GAVE THEIR LIVES IN HER SERVICE/ AND WHO SLEEP IN THE AMERICAN COASTAL WATER / OF THE ATLANTIC OCEAN / INTO THY HANDS, OH LORD Back of pedestal: 1941 *** 1945 / IN ADDITION TO THE 4,597 AMERICAN SERVICEMENT HONORED HERE / WHO LOST THEIR LIVES IN HER SERVICE AND / WHO SLEEP IN THE AMERICAN COASTAL WATERS OF THE ATLANTIC OCEAN / THE UNITED STATES OF AMERICA / HONORS THE 6,185 SEAMEN OF THE UNITED STATES MERCHANT MARINE / AND THE 529 SEAMEN OF THE UNITED STATES ARMY TRANSPORT SERVICE / WHO LOST THEIR LIVES DURING WORLD WAR II",1371,,"Bronze, granite","World War II, War",Cret,1961,,Manca,3,,,,Monument/Memorial,,,40.702154,NY
Jamaica,Queens,The Wheel of Justice,,,,,Sculpture,Queens Supreme Court,,1.0,N,Claudia,2002,N,Ed,,1983,McGowin,"Bronze, granite","Judiciary, Justice",,2002,,DeMonte,9691,,88-11 Sutphin Boulevard,,Artwork,,,40.704406,NY
Staten Island,Staten Island,Python,,,,,Sculpture,Staten Island Zoo,,70.0,N,Steve,2007,N,,,4196,,Bronze,Animals,,2007,,Foust,314,,614 Broadway,,Artwork,,,40.625110,NY
Corona,Queens,Soul In Flight: Arthur Ashe Memorial,Polich Artworks,,Mark,,Statue,Flushing Meadows Corona Park,,1.0,N,Eric,2000,N,,"FROM WHAT WE GET, WE CAN MAKE A LIVING; WHAT WE GIVE, HOWEVER, MAKES A LIFE.",2103,,"Bronze, brass, concrete","Sports, African American, Black American, Black History, Athlete, athletics, tennis",,2000,,Fischl,2018,,United States National Tennis Center,,Monument/Memorial,,,40.748762,NY
Brooklyn,Brooklyn,Jenkins Fountain,,,Harold,,Fountain,Brooklyn Botanic Garden,,1.0,N,Isabel,1930,N,,,546,,Limestone,Fountain,A.,1930,,Kimball,1183,,990 Washington Avenue,,Monument/Memorial,,,40.666793,NY
New York,Manhattan,Robert Burns,,,,,Statue,Central Park,,1.0,N,Sir John,1880,N,,"Pedestal front: ROBERT BURNS
Pedestal rear: PRESENTED / TO THE / CITY OF NEW YORK / BY ADMIRERS OF / SCOTIA'S PEASANT BARD / ON THE 121ST ANNIVERSARY / OF HIS BIRTH",3911,,"Bronze, granite","Poet, Scottish, Author",,1880,,Steell,1111,,Central Park Mall,,Monument/Memorial,,,40.770194,NY
Jamaica,Queens,Jamaica Estates,,General Bronze Corporation,William,,"Gatehouse, stele",Midland Malls,,,Y,,1950,N,,1941---1945 / WORLD WAR II / JOHN ADIKES JR. --- NORMAN H. PUFF / SIGMUND GILLMORE --- PETER P. RENZO / KENNETH S. KINNES --- JOSEPH A. SCHIEBEL / JOHN B. LOVELY --- DONALD J. SCHNEIDER / PAUL W. OLSON --- CHARLES J. YODICE / IN HONOR OF THESE MEN OF / JAMAICA ESTATES / WHO MADE THE SUPREME SACRIFICE / TO BUILD A BETTER CIVILIZATION. / SPONSORED BY / JAMAICA ESTATES ASSOCIATION INC. /,2708,,"Bronze, granite, natural stone","World War II, War",Francis,1950,,,,,Midland Parkway Mall & Hillside Avenue,,Monument/Memorial,,,40.713327,NY
Brooklyn,Brooklyn,Plaza Perch,,,,,Sculpture,Humboldt Plaza,,20.0,N,Austin,2017,N,,,2318,,"Stainless steel, reclaimed wood, acrylic","Street Furniture, bench, canopy",,2017,,Thomas,3106,,Humboldt Street between Varet Street and Moore Street,,Artwork,,,40.703645,NY
Brooklyn,Brooklyn,Father Giorgio Memorial,,,,,Stele,Father Giorgio Square,,,N,A.S.,1954,N,,"(PLAQUE) IN MEMORY OF / OUR STANDARD BEARER / FATHER EDWARD J. GIORGIO / MARCH 23, 1909 - JANUARY 13, 1946 /---/ BELOVED PRIEST OF / OUR LADY OF MT. CARMEL CHURCH / CHAPLAIN, U.S. ARMY /---/ HIS GREATEST LOVE WAS GOD, / HIS GREATEST DEVOTION, HUMANITY / HIS GREATEST HERITAGE / A LIVING INSPIRATION TO ALL. /---/ DEDICATED JUNE 13, 1954 BY FATHER EDWARD J. GIORGIO POST NO. 689 / CATHOLIC WAR VETERANS OF AMERICA /",3001,,"Granite, bronze","Catholic, World War II, War, Chaplain",,1954,,Cianfarani,,,Jackson Street and Lorimer Street,,Monument/Memorial,,,40.716278,NY
