total_changes,pid,date_reported_as_of,design_start,description,latest_budget_changes,forecast_completion,managing_agency,changes,client_agency,budget_forecast
636.0,1902-07-30,2022-09-01,2019-09-27T00:00:00.000,Reconstruction Of Primary Tanks at Bowery Bay WPCP,3089221.0,2027-06-23,DEP,74442173.0,DEP,131364829.0
1279.0,1901-12-23,2022-04-01,,"The Epic Revenue Cycle system will be  enterprise-wide and help increase revenue (by proper billing of services provided) in addition to ensuring patient safety and improved patient care, a top priority in workflows.",0.0,2022-12-31,HHC,0.0,H+H,289117990.0
1684.0,1901-06-05,2017-04-01,2015-11-13T00:00:00.000,Power Distribution at Bowery Bay WWTP.,-4650597.8,2021-04-23,DEP,24235381.01,DEP,41557728.2
-8.0,1900-07-24,2018-03-01,2008-06-19T00:00:00.000,"Roadway reconstruction and installation of new storm sewers and the replacement of sanitary sewers and water mains in the Midland Beach section, Staten Island.",6212000.0,2019-12-20,DDC,62973000.0,Trans. & Env. Protection,62094000.0
1970.0,1901-08-16,2021-07-01,2015-04-09T00:00:00.000,"This project includes the replacement of the upper roadway's deck on the main bridge along with steel repairs, fire standpipes, and lighting upgrades.",7296000.0,2023-12-15,DOT,8567339.67,DOT,359006966.0
2236.0,1902-02-06,2021-07-01,2017-01-05T00:00:00.000,WATER MAIN REPLACEMENT IN 222 STREET,1942000.0,2026-02-02,DDC,7195000.0,Environmental Protection,41472000.0
1477.0,1901-06-24,2020-10-01,2017-06-30T00:00:00.000,Replace the Shore Road Bridge over the Hutchinson River with a new bridge.,4731000.0,2029-07-15,DOT,-19049921.84,DOT,324125743.0
1172.0,1902-09-11,2020-01-01,,,,,DDC,86623000.0,Transportation,
2797.0,1900-04-15,2014-01-01,2005-04-01T00:00:00.000,"This project will replace deteriorated members of lift span superstructure, concrete deck replacement, and replacement of lift electrical and mechanical systems, fenders.",-2208971.0,2019-08-05,DOT,39724388.0,DOT,107027029.0
2846.0,1901-11-26,2020-01-01,2018-11-21T00:00:00.000,"Repair the West 35th Street bridge over Amtrak, Manhattan",-121966.0,2027-04-15,DOT,-621966.0,DOT,33671034.0
,1903-09-30,2023-01-01,2018-01-29T00:00:00.000,"Renovation of all bathroom facilities through out the building; to include new fixtures, ventilation, ADA compliance",,2026-10-28,DDC,,Homeless Services,25019000.0
1431.0,1902-10-05,2020-10-01,,,,,DDC,1984000.0,Environmental Protection,
897.0,1902-01-16,2021-07-01,2012-05-23T00:00:00.000,"The new Mosholu Golf Course Club House, together with fifty-five Driving Range Tee Boxes and ten-acres of re-landscaping comprise the phase IV and final of the vast DEP Croton Water Treatment Plant project, currently under construction in Van Cortlandt Park in the Bronx. Through a multifunctional design strategy the project reinstates the pre-existing golf program and facility, creates civic space for community use and ensures security for a multi-billion dollar public works facility.",3548000.0,2022-08-24,DDC,75117000.0,Environmental Protection,107444000.0
1712.0,1901-02-26,2019-05-01,2013-07-01T00:00:00.000,"This project will remove the 10 existing pump and blower engines and add electric motors for the main sewage pumps, a new cogeneration facility consisting of 5 new dual fuel engines,  electrical service upgrades and flood protection.",7874541.37,2022-07-25,DEP,134242052.88,DEP,223508577.37
365.0,1902-08-24,2023-01-01,2018-07-02T00:00:00.000,NEW SCHOOL,0.0,2023-09-03,SCA,3206657.0,DOE,95408495.0
1839.0,1901-09-14,2022-04-01,2009-09-03T00:00:00.000,"Road Reconstruction, Water Main and Combined Sewer Work    E 177th Street from Devoe Ave to Bronx Park Ave     East Tremont Ave from Bronx Park Ave to Boston Rd    Devoe Ave from E 177th Street to East Tremont Ave",22987000.0,2025-09-26,DDC,25050000.0,Transportation,49935000.0
1568.0,1901-06-19,2019-09-01,2006-08-01T00:00:00.000,"Repair Park Avenue tunnel, located in Midtown, Manhattan.",4420002.0,,DOT,-17773389.61,DOT,45753059.0
1687.0,1901-03-29,2017-09-01,2014-03-17T00:00:00.000,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",202000.0,2019-06-30,DDC,25547000.0,Environmental Protection,47346000.0
2846.0,1901-11-26,2022-09-01,2018-11-21T00:00:00.000,"Repair the West 35th Street bridge over Amtrak, Manhattan",0.0,2032-03-05,DOT,-621966.0,DOT,32671034.0
803.0,1901-06-22,2021-03-01,,,,,DOT,49309814.0,DOT,
2003.0,1900-04-10,2014-05-01,2003-03-10T00:00:00.000,This project includes repair/replacement of the bridge superstructure and substructure and a new concrete-filled steel grid deck.,26404552.0,2018-03-29,DOT,23798213.0,DOT,147808339.0
1355.0,1902-01-19,2020-10-01,,,,,DDC,21288000.0,Health,
1082.0,1902-08-31,2020-01-01,2017-11-01T00:00:00.000,This project will reconstruct the track & field and convert three soccer fields and four ballfields from natural turf to synthetic turf at Red Hook Recreation Area.,0.0,2021-12-27,DPR,-10555000.0,DPR,79267000.0
189.0,1903-04-13,2023-01-01,2017-08-01T00:00:00.000,GREEN INFRASTRUCTURE IN OH-015 GRAVESEND BAY CSO PH 3,0.0,2025-11-19,DDC,-372000.0,Environmental Protection,49132000.0
1970.0,1901-08-16,2022-09-01,2015-04-09T00:00:00.000,"This project includes the replacement of the upper roadway's deck on the main bridge along with steel repairs, fire standpipes, and lighting upgrades.",-6340651.0,2014-01-31,DOT,8567339.67,DOT,358195118.0
254.0,1901-10-31,2020-10-01,2020-04-13T00:00:00.000,This project provides improvements to the existing structures and mechanical flow control systems at Hillview Reservoir.,-76932000.0,2032-06-28,DEP,-11397050.18,BWS,274908000.0
1687.0,1901-03-29,2020-01-01,,,,,DDC,25547000.0,Environmental Protection,
708.0,1902-10-27,2020-10-01,2017-08-15T00:00:00.000,"This project will reconstruct the deteriorated fixed piers, floating docks, bulkhead, and related components, including Sandy-damaged elements.",2879581.66,2023-12-17,DPR,4947362.68,DPR,46419218.98
1253.0,1901-05-17,2022-09-01,2018-01-16T00:00:00.000,"Replace/Rehab the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",925455.0,2027-08-08,DOT,37794543.0,DOT,92349543.0
256.0,1903-06-18,2023-01-01,2018-06-14T00:00:00.000,Installation of new building wide fire alarm system at Bellevue Men's Shelter,0.0,2025-11-21,DDC,-352000.0,Homeless Services,30667000.0
836.0,1900-04-29,2022-04-01,2000-02-14T00:00:00.000,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",-4575562.0,2023-01-16,DOT,22682117.0,DOT,73341117.0
913.0,1902-08-28,2022-09-01,2017-06-20T00:00:00.000,"Rehabilitation of garage, broom garage and salt shed that serves Bronx Community Disrtict 6 located at 800 East 176th Street, Bronx.",0.0,2028-06-30,DSNY,0.0,DSNY,39941681.0
730.0,1901-07-28,2019-01-01,2017-04-01T00:00:00.000,The Project will improve the roadways and pedestrian facilities. The Project will consist of roadway reconstruction within Exterior Street between East 138th Street and East 150th Street.,0.0,2022-04-02,EDC,-5100000.0,EDC,84520367.0
328.0,1903-04-08,2023-01-01,2018-09-18T00:00:00.000,,0.0,2027-10-18,DDC,3365000.0,Police,284865000.0
612.0,1902-08-30,2022-09-01,2019-02-01T00:00:00.000,"This project will stabilize and reconstruct portions of the East River Esplanade from East 62nd Street to East 63rd Street, at East 76th Street, and from East 90th Street to East 94th Street.",0.0,2024-11-22,DPR,3616645.26,DPR,65038645.26
1026.0,1901-11-01,2019-09-01,2018-04-30T00:00:00.000,SMLP portion for Bowery Bay WRRF as part of the New York City Wastewater Resiliency Program.,1640283.06,2021-11-16,DEP,-19623216.41,DEP,31053956.85
181.0,1903-03-23,2023-01-01,2021-05-03T00:00:00.000,Distribution water main replacement along 7th Avenue between 14th Street and 34th Street,0.0,2027-02-23,DDC,1335000.0,Environmental Protection,71053000.0
503.0,1901-03-31,2021-03-01,2020-12-30T00:00:00.000,"This is the final phase of the Gilboa Dam reconstruction project and includes reforestation, final site stabilization and wetlands mitigation measures.",-1242700.0,2024-11-29,DEP,-3079490.0,DEP,38329026.0
365.0,1902-08-06,2020-01-01,2017-11-17T00:00:00.000,NEW SCHOOL (PHASE II),2135598.0,2022-09-03,SCA,-221356.0,DOE,66058403.0
2180.0,1901-03-07,2020-01-01,,,,,DDC,117177000.0,Environmental Protection,
1568.0,1901-06-19,2021-03-01,,,,,DOT,-17773389.61,DOT,
1217.0,1902-09-09,2020-01-01,,,,,DDC,20937000.0,Transportation,
1449.0,1900-05-10,2021-03-01,,,,,DOT,32902419.0,DOT,
652.0,1902-02-14,2021-03-01,,,,,DDC,-9148000.0,Environmental Protection,
1477.0,1901-06-24,2020-01-01,2017-06-30T00:00:00.000,Replace the Shore Road Bridge over the Hutchinson River with a new bridge.,1000000.0,,DOT,-19049921.84,DOT,318488743.0
829.0,1902-10-07,2021-03-01,,,,,DDC,61291000.0,Transportation,
226.0,1900-07-09,2020-05-01,,,,,DDC,43926000.0,Trans. & Env. Protection,
711.0,1901-09-25,2019-09-01,2014-09-30T00:00:00.000,"Design and build a new Police Precinct with full basement totaling 43,000 sq. ft. on an existing City owned property in the Bronx.",0.0,2021-06-25,DDC,26020000.0,Police,77300000.0
256.0,1903-06-18,2022-04-01,2018-06-14T00:00:00.000,Installation of new building wide fire alarm system at Bellevue Men's Shelter,,2025-03-10,DDC,-352000.0,Homeless Services,31019000.0
366.0,1903-03-08,2023-01-01,2014-02-04T00:00:00.000,"Total reconstruction of two street grids in South Jamaica approximately bounded by Sutphin Boulevard, 109th Avenue, 155th Street and Linden Boulevard, and by 157th Street, 111th Avenue, Beddell Street and 116th Avenue.",0.0,2027-02-10,DDC,1360000.0,Transportation,57751000.0
1865.0,1901-08-09,2020-01-01,2017-09-19T00:00:00.000,"Replace the Concourse Village Avenue bridge over Metro North, Bronx",395.0,2028-07-25,DOT,-186092.37,DOT,51069190.0
2180.0,1901-03-07,2017-04-01,2012-07-10T00:00:00.000,Construction of a new storm sewer in 20th Avenue between 126th Street and US Bulkhead.,-148891.0,2023-08-15,DDC,117177000.0,Environmental Protection,126393000.0
1558.0,1902-10-31,2021-07-01,,The goal of this program is to replace the current end of life analog system with an Emergency Response System that meets the latest Public Safety standards and regulations in compliance with NENA standards.,-46697135.46,2020-09-25,DOITT,30123504.48,NYPD & FDNY,262070251.7
737.0,1903-05-21,2022-04-01,2019-08-27T00:00:00.000,79TH STREET CROSSTOWN SELECT BUS SERVICE - BOROUGH OF MANHATTAN,2900000.0,2027-06-25,DDC,3370000.0,Transportation,66833000.0
119.0,1902-11-07,2021-03-01,2019-01-30T00:00:00.000,"Contract C547A is for the construction of two shafts (17B-1 and 18B-1) on City Tunnel No. 3 (CT3), Stage 2 in Queens and Brooklyn",-2154288.24,2027-01-24,DEP,3150108.42,DEP,440909294.76
913.0,1902-08-28,2022-04-01,2017-06-20T00:00:00.000,"Rehabilitation of garage, broom garage and salt shed that serves Bronx Community Disrtict 6 located at 800 East 176th Street, Bronx.",0.0,2027-06-30,DSNY,0.0,DSNY,39941681.0
1091.0,1901-11-02,2022-04-01,2018-04-16T00:00:00.000,SMLP portion for Hunts Point WWTP as part of the New York City Wastewater Resiliency Program.,9379600.47,2023-02-17,DEP,20080597.79,DEP,70261761.84
,1903-04-28,2022-09-01,,"The main scope of this project is to construct a new Administration and Personnel Building at the northwest corner, limiting relocation and operational disruptions during construction as wells as to accommodate future growth.",400000.0,,DDC,400000.0,Transportation,133033000.0
2363.0,1901-03-23,2020-01-01,2016-02-24T00:00:00.000,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",1174561.0,2023-02-11,DEP,-833277.14,DEP,53912603.0
663.0,1902-06-17,2023-01-01,2019-08-16T00:00:00.000,CITYWIDE FUEL TANK REPLACEMENT PROGRAM FOR NEW 2015 EPA PETROLEUM BULK STORAGE REGULATIONS,0.0,2025-01-22,DDC,-1940000.0,DCAS,25560000.0
556.0,1902-10-13,2021-03-01,2010-02-24T00:00:00.000,This project will demolish and construct a new environmental center in Alley Pond Park.,32000.0,2021-12-14,DPR,1641000.0,DPR,30498000.0
612.0,1902-10-11,2023-01-01,2019-05-29T00:00:00.000,"This project will construct Grant Park, including converting the roadbed to recreational space.",0.0,2025-08-27,DPR,1489000.0,DPR,32590000.0
1306.0,1901-12-22,2021-12-01,2018-06-30T00:00:00.000,Throgs Neck Pumping Station Rehabilitation and Improvements,1524779.0,2024-07-25,DEP,25708336.86,DEP,67399887.19
456.0,1902-08-18,2023-01-01,2019-09-30T00:00:00.000,"Four-acre waterfront park in Lower Concourse, Bronx.",0.0,2025-03-31,EDC,0.0,DPR,35407359.0
1693.0,1901-08-14,2023-01-01,2020-01-02T00:00:00.000,Replace the Ramp to northbound Henry Hudson Parkway over Amtrak in Manhattan.,500000.0,2029-11-26,DOT,500625.0,DOT,54051625.0
1448.0,1901-04-20,2017-04-01,2016-06-22T00:00:00.000,"Reconstruction of Service Roads and milling and resurfacing of the main roadways on Grand Concourse from E175 Street to E Fordham Road, including median works and ped refuges.",300000.0,2019-06-08,DDC,57634000.0,Transportation,63554000.0
77.0,1903-06-26,2022-04-01,2019-07-23T00:00:00.000,"Bronx County Courthouse, Exterior Rehabilitation, 851 Grand Concourse - Rehabilitation of the building's envelope, including but not limited to all roof areas, and brick and limestone exterior masonry.",,2026-03-17,DDC,0.0,DCAS,64442000.0
1845.0,1901-07-11,2018-08-01,2017-10-03T00:00:00.000,"Repair the Cross Island bridge over 115th Avenue/Dutch Broadway, Queens.",680171.0,2023-09-08,DOT,17528706.0,DOT,25664171.0
604.0,1902-03-11,2022-04-01,2000-07-10T00:00:00.000,Rehabilitate the W. 79th St Bridge over Amtrak and Rotunda Complex,-173641845.0,2025-05-16,DOT,-51088528.0,"DOT, DPR",195247481.0
2085.0,1901-06-27,2016-11-01,2014-09-01T00:00:00.000,The priority mitigation projects at Coler include key critical mitigation projects to improve the resiliency of the campus.,48145.0,2018-11-15,EDC,0.0,H+H,26824487.0
-8.0,1900-07-24,2017-09-01,2008-06-19T00:00:00.000,"Roadway reconstruction and installation of new storm sewers and the replacement of sanitary sewers and water mains in the Midland Beach section, Staten Island.",-6192000.0,2019-12-27,DDC,62973000.0,Trans. & Env. Protection,55882000.0
1026.0,1901-11-01,2019-05-01,2018-04-30T00:00:00.000,SMLP portion for Bowery Bay WRRF as part of the New York City Wastewater Resiliency Program.,-6273197.81,2021-10-12,DEP,-19623216.41,DEP,29413673.79
402.0,1902-11-15,2021-03-01,,,,,DOT,597042.0,DOT,
2363.0,1901-03-23,2017-09-01,2016-02-24T00:00:00.000,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",6592239.96,2021-08-01,DEP,-833277.14,DEP,40898506.96
1645.0,1901-06-17,2019-09-01,2019-06-17T00:00:00.000,Replace the existing structure (swing-type bridge) with a new bridge; located between Gardner Avenue in Brooklyn and 47th Street in Queens.,-3815744.0,,DOT,160682490.0,DOT,140803000.0
1253.0,1901-05-17,2023-01-01,2018-01-16T00:00:00.000,"Replace/Rehab the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",-564000.0,2027-10-04,DOT,37794543.0,DOT,91785543.0
1816.0,1901-05-16,2021-12-01,2016-08-30T00:00:00.000,Repair the northbound FDR from East 42nd to 49th Streets.,-36000000.0,2029-02-12,DOT,-2802822.0,DOT,63030178.0
134.0,1903-04-07,2023-01-01,2021-02-18T00:00:00.000,,0.0,2027-04-17,DDC,370000.0,Parks & Recreation,56876000.0
1839.0,1901-09-14,2020-05-01,,,,,DDC,25050000.0,Transportation,
651.0,1902-06-25,2020-01-01,2019-05-31T00:00:00.000,Power Distribution Improvements,4800000.0,2025-04-05,DEP,10926063.83,WWC,61122665.0
2857.0,1901-03-25,2020-05-01,2015-12-23T00:00:00.000,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",15437630.0,2025-10-16,DEP,31867440.0,DEP,74556528.0
3597.0,1900-07-22,2016-06-01,2013-02-13T00:00:00.000,"Reconstruct roadway and extend storm and sanitary sewers in portions of Brookville Boulevard, Edgewood Street, 147th Avenue, and adjacent streets west of 241st Street.",155000.0,2019-09-25,DDC,106503000.0,Transportation,33063000.0
1110.0,1902-01-18,2021-03-01,,,,,DDC,82000.0,Transportation,
1839.0,1901-09-14,2019-01-01,2009-09-03T00:00:00.000,"Reconstruction of E 177th Street /Devoe Ave etc., Bronx",250000.0,2022-08-14,DDC,25050000.0,Transportation,25776000.0
1796.0,1902-09-24,2020-05-01,,,,,DDC,1077000.0,Environmental Protection,
548.0,1902-07-23,2020-10-01,,,,,DDC,3444000.0,DCAS,
1431.0,1901-12-01,2020-05-01,2018-08-16T00:00:00.000,"Repair the East 174th Street bridge over Sheridan Expressway/ AMTRAK, the Bronx",0.0,2028-06-02,DOT,5146882.0,DOT,141954882.0
1736.0,1902-05-10,2020-10-01,2018-09-01T00:00:00.000,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,0.0,2024-11-29,EDC,0.0,DOT,100000000.0
1970.0,1901-08-16,2020-10-01,2015-04-09T00:00:00.000,"This project includes the replacement of the upper roadway's deck on the main bridge along with steel repairs, fire standpipes, and lighting upgrades.",-42736811.0,2023-12-01,DOT,8567339.67,DOT,351710966.0
