borough,project_name,total_schedule_changes,latest_schedule_changes,date_reported_as_of,total_budget_changes,pid,forecast_completion,category,current_phase
Brooklyn,Flatbush Avenue Trunk Watermain Replacement,2266.0,0.0,2016-06-01T00:00:00.000,39272000.0,370,2019-06-01T00:00:00.000,Wastewater Treatment,Design
,New Stapleton Waterfront: Phases 2 and 3,913.0,,2019-09-01T00:00:00.000,100733778.0,962,2024-11-01T00:00:00.000,Industrial Development,Design
Queens,TLC - NEW OFFICE FACILITY - 24-55 BQE WEST,1248.0,21.0,2019-09-01T00:00:00.000,75370000.0,665,2024-02-18T00:00:00.000,Other Government Facilities,Construction Procurement
,NYPD Firearms and Tactics Facility,328.0,112.0,2022-09-01T00:00:00.000,3365000.0,1194,2027-06-08T00:00:00.000,Other Government Facilities,Design
,"Reconstruction Of Arthur Kill Road, Phase I",1415.0,,2020-01-01T00:00:00.000,22503000.0,741,,Streets and Roadways,
,253 Broadway NYC. Fire Alarm Raplacement,1553.0,,2020-10-01T00:00:00.000,17827000.0,850,,Other Government Facilities,
,Croton Above Ground Structure And Landscaping,897.0,161.0,2021-12-01T00:00:00.000,75117000.0,747,2023-02-01T00:00:00.000,Industrial Development,Construction
,FUEL TANK & SUMP REPLACEMENTS - MANHATTAN/S.I.,663.0,552.0,2021-07-01T00:00:00.000,-1754000.0,900,2025-01-02T00:00:00.000,Industrial Development,Design
,Central Park Light Infrastructure,1535.0,,2019-09-01T00:00:00.000,-3323649.6,586,,"Parks, Streets and Roadways",Construction
Staten Island,CONSTRUCTION OF BMPs NC 6 AND 15 - SI,925.0,,2017-09-01T00:00:00.000,1921000.0,631,2021-11-27T00:00:00.000,Industrial Development,Design
,"NEW 48"" TRUNK WATER MAIN IN E 233 STREET",1796.0,0.0,2023-01-01T00:00:00.000,1077000.0,998,2027-02-10T00:00:00.000,Water Supply,Design
Upstate,"Gilboa Dam Reconstruction, Phase IV",1684.0,139.0,2016-06-01T00:00:00.000,33535991.2,406,2020-12-25T00:00:00.000,Water Supply,Design
,Reconstruction Of Trinity Pl,730.0,-164.0,2019-01-01T00:00:00.000,13224000.0,755,2024-01-17T00:00:00.000,Streets and Roadways,Design
,FUEL TANK REPLACEMENT - 71,548.0,,2020-05-01T00:00:00.000,3444000.0,935,,Industrial Development,
,NYPD Firearms and Tactics Facility,328.0,77.0,2021-12-01T00:00:00.000,3365000.0,1194,2027-02-09T00:00:00.000,Other Government Facilities,Design
Port Jervis,Reconstruction of the Port Jervis Wastewater Treatment Plant,2445.0,0.0,2022-09-01T00:00:00.000,9428438.55,444,2026-10-04T00:00:00.000,Wastewater Treatment,Design
Queens,Roosevelt Avenue Bridge Superstructure and Substructure Repairs,2003.0,20.0,2017-09-01T00:00:00.000,23798213.0,101,2019-05-27T00:00:00.000,Bridges,Construction
Bronx,Bainbridge Avenue Trunk Water Main,1687.0,,2020-05-01T00:00:00.000,25547000.0,454,,Water Supply,
New York,North River Wastewater Treatment Plant Cogeneration and Electrification,1712.0,-45.0,2016-06-01T00:00:00.000,134242052.88,423,2020-12-12T00:00:00.000,Wastewater Treatment,Design
,"RECONSTRUCTION OF FRONT STREET, MANHATTAN",484.0,,2021-03-01T00:00:00.000,6153000.0,1012,,Streets and Roadways,
,"WESTBOURNE - DUNBAR ROADWAYS/BULKHEADS, QNS",1840.0,,2019-09-01T00:00:00.000,47223000.0,981,2024-09-12T00:00:00.000,Streets and Roadways,Design
,Williamsburg Bridge Miscellaneous Repairs and Painting,362.0,0.0,2019-05-01T00:00:00.000,52784947.0,599,2024-12-06T00:00:00.000,Bridges,Design
,"Grand Concourse Reconstruction, Phase 4 (Great Streets)",1448.0,92.0,2018-08-01T00:00:00.000,57634000.0,476,2023-11-14T00:00:00.000,Streets and Roadways,Design
,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",1816.0,-165.0,2021-07-01T00:00:00.000,-2802822.0,502,2029-01-13T00:00:00.000,Bridges,Design
,Alley Pond Environmental Center Reconstruction,556.0,0.0,2022-04-01T00:00:00.000,1641000.0,1017,2022-07-29T00:00:00.000,Parks,Construction
,Reconstruction Of Trinity Pl,730.0,620.0,2021-07-01T00:00:00.000,13224000.0,755,2025-09-28T00:00:00.000,Streets and Roadways,Design
Upstate,"Gilboa Dam Reconstruction, Phase III",1113.0,104.0,2022-09-01T00:00:00.000,10376533.49,405,2023-03-26T00:00:00.000,Water Supply,Construction
,"Grand Concourse Reconstruction, Phase 4 (Great Streets)",1448.0,28.0,2019-09-01T00:00:00.000,57634000.0,476,2022-09-28T00:00:00.000,Streets and Roadways,Construction
,Reconstruction at 108 Street Pumping Station,666.0,,2021-12-01T00:00:00.000,129214.0,1215,2024-02-28T00:00:00.000,Wastewater Treatment,Construction
Manhattan,West 35th Street over Amtrak,2846.0,85.0,2020-10-01T00:00:00.000,-621966.0,696,2027-07-09T00:00:00.000,Bridges,Design
,Boston Road Bridge Over Hutchinson River Rehabilitation,803.0,25.0,2021-07-01T00:00:00.000,49309814.0,539,2025-02-18T00:00:00.000,"Bridges, Streets and Roadways",Design
Queens,Dutch Kills and Lower Newtown Creek Enhanced Aeration Work,1891.0,0.0,2015-02-01T00:00:00.000,-4338327.57,313,2019-04-14T00:00:00.000,Wastewater Treatment,Design
,"Design Build of ROW Green Infrastructure Precast Porous Concrete Panels: Stages 1,2 & 3 of PHASE 4 OF THE OH-015 GRAVESEND BAY CSO TRIBUTARY AREA",,,2022-04-01T00:00:00.000,11320000.0,1232,,Streets and Roadways,
,Union Turnpike over Cross Island Parkway,834.0,255.0,2020-10-01T00:00:00.000,3378281.0,932,2028-03-02T00:00:00.000,Bridges,Design
,WOODHAVEN BLVD QUEENS BLVD BIN# 2248159,932.0,106.0,2023-01-01T00:00:00.000,2052000.0,1128,2028-01-24T00:00:00.000,Bridges,Design
,P.S. 138 - BRONX Addition,0.0,0.0,2022-09-01T00:00:00.000,0.0,1220,2024-09-03T00:00:00.000,Schools,Construction
,"WATERMAIN REPLACEMENT IN ORIENTAL BLVD, BROOKLYN",443.0,386.0,2022-09-01T00:00:00.000,3715000.0,1165,2024-09-17T00:00:00.000,Streets and Roadways,Construction
,Next Generation Data Platform Re-Architecture,304.0,-427.0,2022-04-01T00:00:00.000,0.4,1224,2023-04-30T00:00:00.000,IT,IT
Brooklyn,"Coney Island Area, Phase 3A",1215.0,,2021-03-01T00:00:00.000,25273000.0,516,,Industrial Development,
,Design and Construction of Borden Ave PS Force Main.,,,2023-01-01T00:00:00.000,,1366,2028-06-07T00:00:00.000,Streets and Roadways,Design
,Reconstruct Main Sewage Pump Controls at Port Richmond WWTP,516.0,62.0,2021-07-01T00:00:00.000,26923720.62,948,2026-04-26T00:00:00.000,Wastewater Treatment,Design
Manhattan,"West 59th Street Marine Transfer Station Construction, Phase 2",1949.0,0.0,2014-01-01T00:00:00.000,126753576.46,347,2018-01-28T00:00:00.000,Sanitation,Construction Procurement
,Michaelis-Bayswater Park Reconstruction,280.0,,2020-05-01T00:00:00.000,4849393.61,1032,,Parks,Design
Bronx,"Pelham Parkway Roadway Reconstruction, Phase 2",2869.0,1141.0,2017-09-01T00:00:00.000,125164000.0,180,2021-07-31T00:00:00.000,Streets and Roadways,Construction
Queens,Edgewood Triangle Roadway Reconstruction,3597.0,0.0,2014-01-01T00:00:00.000,106503000.0,204,2018-10-10T00:00:00.000,Streets and Roadways,Design
Brooklyn,Bergen Avenue Street Reconstruction,-388.0,-2541.0,2018-03-01T00:00:00.000,45837000.0,170,2020-07-30T00:00:00.000,Streets and Roadways,Construction Procurement
Upstate,"Gilboa Dam Reconstruction, Phase III",1113.0,-22.0,2015-08-01T00:00:00.000,10376533.49,405,2020-06-28T00:00:00.000,Water Supply,Construction
Brooklyn,Brooklyn Sanitation Garage Construction: Community District 3,790.0,731.0,2021-12-01T00:00:00.000,25603365.0,560,2024-12-31T00:00:00.000,Sanitation,Construction
,Union Turnpike over Cross Island Parkway,834.0,0.0,2022-09-01T00:00:00.000,3378281.0,932,2028-12-02T00:00:00.000,Bridges,Design
,SEELY STREET OVER PROSPECT AVENUE  BIN: 2244470,253.0,,2021-07-01T00:00:00.000,0.0,1119,2028-03-06T00:00:00.000,Bridges,Design
,FUEL TANK & SUMP REPLACEMENTS - MANHATTAN/S.I.,663.0,178.0,2021-12-01T00:00:00.000,-1754000.0,900,2025-06-29T00:00:00.000,Industrial Development,Design
,"NEW 48"" TRUNK WATER MAIN IN E 233 STREET",1796.0,0.0,2022-04-01T00:00:00.000,1077000.0,998,2025-02-24T00:00:00.000,Water Supply,Design
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,313.0,2020-10-01T00:00:00.000,20945057.0,112,2022-07-23T00:00:00.000,"Bridges, Streets and Roadways",Construction
,TRAVIS AVENUE WIDENING,1029.0,1029.0,2022-04-01T00:00:00.000,50000.0,1240,2027-10-22T00:00:00.000,Streets and Roadways,Design
,Queens PS 206  New Construction,365.0,0.0,2022-09-01T00:00:00.000,2268625.0,970,2023-09-03T00:00:00.000,Schools,Construction
Queens,Dutch Kills and Lower Newtown Creek Enhanced Aeration Work,1891.0,133.0,2022-04-01T00:00:00.000,-4338327.57,313,2025-08-01T00:00:00.000,Wastewater Treatment,Construction Procurement
,Queens Public School 169 Addition,366.0,0.0,2022-09-01T00:00:00.000,5307201.0,1028,2024-09-03T00:00:00.000,Schools,Construction
,Supreme Courthouse Fire Alarm/ Protection Upgrade,1319.0,0.0,2023-01-01T00:00:00.000,37248610.0,837,2027-05-17T00:00:00.000,Public Safety and Criminal Justice,Design
,New Ferry Boat Construction,549.0,349.0,2017-09-01T00:00:00.000,-238419180.0,94,2021-02-28T00:00:00.000,Ferries,Construction
,Sewer When & Where Seq,1377.0,,2021-03-01T00:00:00.000,3200000.0,794,,Sewers,
,Boston Road Bridge Over Hutchinson River Rehabilitation,803.0,71.0,2019-05-01T00:00:00.000,49309814.0,539,2024-05-14T00:00:00.000,"Bridges, Streets and Roadways",Design
Bronx,Grand Concourse Metro North Railroad Bridge Construction,836.0,0.0,2022-09-01T00:00:00.000,22682117.0,120,2023-01-16T00:00:00.000,Bridges,Construction
Staten Island,Staten Island 1 & 3 Garage Construction & Rehab,406.0,,2020-01-01T00:00:00.000,68555000.0,769,,Sanitation,
,EASTERN PARKWAY LIBRARY MAJOR RENOVATIONS,389.0,154.0,2022-09-01T00:00:00.000,493000.0,1191,2026-01-01T00:00:00.000,Other Government Facilities,Design
,BROWNSVILLE LIBRARY MAJOR RENOVATIONS,916.0,0.0,2022-09-01T00:00:00.000,6752000.0,977,2026-12-19T00:00:00.000,Libraries,Design
,TRENCH RESTORATION BROOKLYN,1467.0,120.0,2021-12-01T00:00:00.000,6536000.0,855,2024-12-11T00:00:00.000,Industrial Development,Design
Valhalla,Kensico Eastview Connection Tunnel Construction,3132.0,1112.0,2018-03-01T00:00:00.000,881770648.0,554,2027-10-28T00:00:00.000,Water Supply,Design
Citywide,Catskill Aqueduct Repair and Rehabilitation,1517.0,-336.0,2016-11-01T00:00:00.000,9642889.68,478,2018-03-05T00:00:00.000,Water Supply,Design
,WM REPLMT EAST NEW YORK AVE,913.0,0.0,2022-04-01T00:00:00.000,29337000.0,991,2024-09-09T00:00:00.000,Water Supply,Construction
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 2,2315.0,0.0,2018-03-01T00:00:00.000,14201000.0,619,2023-04-12T00:00:00.000,Industrial Development,Design
,Next Generation 911 Program,1558.0,,2020-10-01T00:00:00.000,30123504.48,1035,2024-02-21T00:00:00.000,"IT, Public Safety and Criminal Justice",IT
,"WESTBOURNE - DUNBAR ROADWAYS/BULKHEADS, QNS",1840.0,,2020-05-01T00:00:00.000,47223000.0,981,,Streets and Roadways,
Staten Island,Oakwood Beach WWTP Headworks Improvements,2857.0,-419.0,2018-08-01T00:00:00.000,31867440.0,450,2023-01-08T00:00:00.000,Wastewater Treatment,Design
,Porpoise Bridge In Flushing Meadows-Corona Park,1110.0,,2020-01-01T00:00:00.000,82000.0,749,,Bridges,
,Boston Road Bridge Over Hutchinson River Rehabilitation,803.0,-10.0,2018-03-01T00:00:00.000,49309814.0,539,2024-03-04T00:00:00.000,"Bridges, Streets and Roadways",Design
,"Ped Safety Upgrades on Atlantic Avenue, Phase 2",1400.0,,2020-10-01T00:00:00.000,10136496.0,519,,Streets and Roadways,
,BOMB SQUAD BUILDING RECONSTRUCTION,340.0,,2022-04-01T00:00:00.000,218000.0,1257,2024-09-29T00:00:00.000,Other Government Facilities,Construction Procurement
,Bronx Sanitation Garage Rehabilitation: Community District 6,913.0,0.0,2020-05-01T00:00:00.000,0.0,971,2025-06-30T00:00:00.000,Sanitation,Design
,UNION TURNPIKE CENTER MEDIAN REPLACEMENT,341.0,,2020-01-01T00:00:00.000,23766000.0,986,,Streets and Roadways,
,Queens Public School 472  New Construction,0.0,0.0,2023-01-01T00:00:00.000,0.0,1099,2025-09-03T00:00:00.000,Schools,Construction
,Alley Pond Environmental Center Reconstruction,556.0,0.0,2021-12-01T00:00:00.000,1641000.0,1017,2022-07-29T00:00:00.000,Parks,Construction
,Coastal Resiliency -- Parallel Conveyances,92.0,,2021-07-01T00:00:00.000,32327000.0,1171,2026-06-11T00:00:00.000,Streets and Roadways,Construction Procurement
,Network Infrastructure Refresh Program,,,2020-05-01T00:00:00.000,180514000.0,863,,"Health and Hospitals, IT",IT
Port Jervis,Reconstruction of the Port Jervis Wastewater Treatment Plant,2445.0,0.0,2018-03-01T00:00:00.000,9428438.55,444,2021-11-19T00:00:00.000,Wastewater Treatment,Construction Procurement
,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",1816.0,510.0,2017-04-01T00:00:00.000,-2802822.0,502,2026-08-24T00:00:00.000,Bridges,Design
,West 33rd Street,1736.0,0.0,2019-05-01T00:00:00.000,0.0,861,2022-02-28T00:00:00.000,Streets and Roadways,Design
Staten Island,Hannah Street Pumping Station Construction,3238.0,182.0,2017-04-01T00:00:00.000,67909196.8,364,2020-06-10T00:00:00.000,Wastewater Treatment,Design
,NEW UTRECH LIBRARY MAJOR RENOVATIONS,1188.0,,2020-10-01T00:00:00.000,290000.0,841,,Libraries,
,HEMPSTEAD AVE BR/CIP 2231780,327.0,0.0,2023-01-01T00:00:00.000,1747189.0,1049,2030-04-23T00:00:00.000,"Bridges, Streets and Roadways",Design
Bronx,New 40th Precinct,711.0,209.0,2022-09-01T00:00:00.000,26020000.0,634,2023-06-06T00:00:00.000,Public Safety and Criminal Justice,
,Boston Road Bridge Over Hutchinson River Rehabilitation,803.0,257.0,2021-12-01T00:00:00.000,49309814.0,539,2025-11-02T00:00:00.000,"Bridges, Streets and Roadways",Construction Procurement
,253 Broadway NYC. Fire Alarm Raplacement,1553.0,-210.0,2019-05-01T00:00:00.000,17827000.0,850,2022-03-04T00:00:00.000,Other Government Facilities,Design
Staten Island,Hannah Street Pumping Station Construction,3238.0,0.0,2014-05-01T00:00:00.000,67909196.8,364,2018-01-31T00:00:00.000,Wastewater Treatment,Design
,P.S. 96 - QUEENS Addition,0.0,0.0,2022-09-01T00:00:00.000,-3902865.0,1221,2024-09-03T00:00:00.000,Schools,Construction
,Sewer When & Where Contract In S.E. Queens,1834.0,0.0,2019-09-01T00:00:00.000,7404000.0,793,2022-08-08T00:00:00.000,Sewers,Design
Brooklyn,Flatbush Avenue Trunk Watermain Replacement,2266.0,,2021-03-01T00:00:00.000,39272000.0,370,,Wastewater Treatment,
,BBJ Queens Garage - Construction of new multi-level Garage with Community Space,547.0,,2021-12-01T00:00:00.000,1314000.0,1156,2021-10-11T00:00:00.000,Other Government Facilities,Design
Citywide,Electronic Medical Records Upgrade,2032.0,580.0,2021-03-01T00:00:00.000,15184947.0,403,2022-12-31T00:00:00.000,"Health and Hospitals, IT",IT
Bronx,Bainbridge Avenue Trunk Water Main,1687.0,344.0,2019-01-01T00:00:00.000,25547000.0,454,2020-06-08T00:00:00.000,Water Supply,Construction
Bronx,Grand Concourse Metro North Railroad Bridge Construction,836.0,260.0,2019-01-01T00:00:00.000,22682117.0,120,2022-07-03T00:00:00.000,Bridges,Design
Citywide,Investigation and Remediation of Corrosion in Water Tunnel Facilities,335.0,,2021-12-01T00:00:00.000,0.0,457,,Water Supply,
,Queens Public School 41  SSBA Addition,0.0,0.0,2022-09-01T00:00:00.000,0.0,1105,2024-09-03T00:00:00.000,Schools,Construction
,New Stapleton Waterfront: Phases 2 and 3,913.0,0.0,2020-05-01T00:00:00.000,100733778.0,962,2024-11-01T00:00:00.000,Industrial Development,Design
Brooklyn,Brooklyn Sanitation Garage Construction: Community District 3,790.0,59.0,2023-01-01T00:00:00.000,25603365.0,560,2025-02-28T00:00:00.000,Sanitation,Construction
,FUEL TANK & SUMP REPLACEMENTS - QUEENS,663.0,,2019-05-01T00:00:00.000,-1850000.0,898,,Industrial Development,
,"SUNSET PARK GOWANUS CONNECTOR, BK",445.0,,2020-10-01T00:00:00.000,-16441000.0,979,,"Parks, Streets and Roadways",
,"RECONST. OF COLUMBIA ST., PH II/BED-768B/SEK002321",972.0,421.0,2022-09-01T00:00:00.000,6730000.0,845,2026-09-08T00:00:00.000,Streets and Roadways,Design
Bronx,"Bronx Sanitation Garage Construction: Community District 9, 10, 11",1919.0,181.0,2022-04-01T00:00:00.000,268983862.56,573,2030-06-30T00:00:00.000,Sanitation,Design
Manhattan,"West 59th Street Marine Transfer Station Construction, Phase 2",1949.0,-457.0,2015-08-01T00:00:00.000,126753576.46,347,2017-05-18T00:00:00.000,Sanitation,Construction
Staten Island,Hannah Street Pumping Station Construction,3238.0,74.0,2016-01-01T00:00:00.000,67909196.8,364,2019-05-25T00:00:00.000,Wastewater Treatment,Design
Marlboro,Rondout-West Branch Bypass Tunnel Construction Project 2,256.0,20.0,2020-05-01T00:00:00.000,202552329.25,409,2023-09-26T00:00:00.000,Water Supply,Construction
,Storm Mitigation Loan Program at Red Hook,921.0,154.0,2020-01-01T00:00:00.000,13549422.97,721,2022-05-09T00:00:00.000,Wastewater Treatment,Design
Queens,49th Avenue Bridge Replacement,1449.0,-193.0,2021-07-01T00:00:00.000,32902419.0,131,2025-07-31T00:00:00.000,"Bridges, Streets and Roadways",Design
Bronx,West Tremont Avenue over Metro North Railroad,1253.0,-397.0,2021-07-01T00:00:00.000,37794543.0,503,2026-06-18T00:00:00.000,Bridges,Design
Queens,"STM & SAN SWR, N.B. WHITESTONE EXPWY SERV RD, PH 3",684.0,0.0,2018-08-01T00:00:00.000,15468000.0,652,2022-10-07T00:00:00.000,Sewers,Design
,FUEL TANK & SUMP REPLACEMENTS - BROOKLYN,663.0,157.0,2022-04-01T00:00:00.000,-1940000.0,899,2025-12-03T00:00:00.000,Industrial Development,Design
,Williamsburg Bridge Miscellaneous Repairs and Painting,362.0,-272.0,2018-08-01T00:00:00.000,52784947.0,599,2024-03-09T00:00:00.000,Bridges,Design
,Central Park Light Infrastructure,1535.0,,2020-10-01T00:00:00.000,-3323649.6,586,,"Parks, Streets and Roadways",Design
,Hart Island Demolition and Safety Improvements,246.0,79.0,2023-01-01T00:00:00.000,952000.0,1244,2023-04-12T00:00:00.000,Other Government Facilities,Construction
,Queens IS at 47-10 Barnett Avenue Addition,365.0,0.0,2022-09-01T00:00:00.000,3206657.0,967,2023-09-03T00:00:00.000,Schools,Construction
Manhattan,Reconstruction of Power Distribution at Wards Island WWTP,1147.0,0.0,2020-01-01T00:00:00.000,33489860.26,453,2025-01-12T00:00:00.000,Wastewater Treatment,Design
,Orchard Beach Pavilion,942.0,120.0,2021-12-01T00:00:00.000,35628847.0,858,2024-09-30T00:00:00.000,Parks,Design
"Manhattan, Bronx",Madison Avenue Bridge Reconstruction,1628.0,,2020-05-01T00:00:00.000,2036997.0,114,,Bridges,Construction
,Comprehensive Renovation and Expansion,428.0,33.0,2023-01-01T00:00:00.000,-15454000.0,1182,2026-10-10T00:00:00.000,Other Government Facilities,Design
,Studio Museum in Harlem New Building,856.0,,2020-05-01T00:00:00.000,-190000.0,896,,Arts and Culture,
,Queensboro Bridge Roadway Replacement over East River,1970.0,-244.0,2020-05-01T00:00:00.000,8567339.67,594,2022-10-28T00:00:00.000,"Bridges, Streets and Roadways",Construction
Port Jervis,Reconstruction of the Port Jervis Wastewater Treatment Plant,2445.0,761.0,2019-05-01T00:00:00.000,9428438.55,444,2024-08-03T00:00:00.000,Wastewater Treatment,Design
,"Grand Concourse Reconstruction, Phase 4 (Great Streets)",1448.0,0.0,2022-09-01T00:00:00.000,57634000.0,476,2023-06-13T00:00:00.000,Streets and Roadways,Construction
,79th St Boat Basin,1036.0,0.0,2023-01-01T00:00:00.000,-1131246.67,862,2026-03-11T00:00:00.000,Parks,Design
,Bronx Animal Care Center,110.0,-119.0,2022-09-01T00:00:00.000,24815617.0,893,2024-10-19T00:00:00.000,Health and Hospitals,Construction
,"Combined Sewer And Wm Work In 71 Street, Queens",1889.0,,2020-05-01T00:00:00.000,27172000.0,789,,Sewers,
Staten Island,Hannah Street Pumping Station Construction,3238.0,121.0,2016-11-01T00:00:00.000,67909196.8,364,2019-12-11T00:00:00.000,Wastewater Treatment,Design
Bronx,"Pelham Parkway Roadway Reconstruction, Phase 2",2869.0,266.0,2021-07-01T00:00:00.000,125164000.0,180,2023-12-22T00:00:00.000,Streets and Roadways,Construction
Bronx,Pelham Bay Equestrian Park over Amtrak,1029.0,0.0,2023-01-01T00:00:00.000,137997.0,703,2027-06-04T00:00:00.000,Bridges,Design
,Orchard Beach Pavilion,942.0,0.0,2019-01-01T00:00:00.000,35628847.0,858,2022-08-01T00:00:00.000,Parks,Design
,"RECONSTRUCTION OF FRONT STREET, MANHATTAN",484.0,,2020-01-01T00:00:00.000,6153000.0,1012,,Streets and Roadways,
Bronx,Jerome Reservoir and Aqueduct Rehabilitation,2363.0,-21.0,2017-04-01T00:00:00.000,-833277.14,448,2020-06-19T00:00:00.000,Water Supply,Design
,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,813.0,0.0,2019-05-01T00:00:00.000,8657000.0,849,2021-09-29T00:00:00.000,Sewers,Construction
,"Ped Safety Upgrades on Atlantic Avenue, Phase 2",1400.0,0.0,2016-11-01T00:00:00.000,10136496.0,519,2020-07-30T00:00:00.000,Streets and Roadways,Design
