gispropnum,regulation_soccer,t_ball,field_lighted,volleyball,wheelchairfootball,field_number,accessible,adult_football,borough,track_and_field,maintenanceagreement,the_geom,system,ll_baseb_13andolder,surface_type,lacrosse,precinct,ll_baseb_12andunder,cricket,flagfootball,councildistrict,hockey,stlength,pickleball
Q102,False,False,False,False,False,07,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88304921716231, 40.71862883456037], [-73.88284930735273, 40.718698285816515], [-73.88265976436426, 40.71878290648837], [-73.88248257093204, 40.7188818134486], [-73.88231957872215, 40.71899397125811], [-73.88267689482903, 40.71944195545089], [-73.88291690904477, 40.71968547181662], [-73.8829885108099, 40.71969722153023], [-73.8838488086555, 40.719215441504424], [-73.8838745492681, 40.71912205120096], [-73.88381713263527, 40.71901947284073], [-73.88374102104513, 40.718924197625604], [-73.88364777933594, 40.718838186611336], [-73.88353932534604, 40.718763209399135], [-73.88340886726758, 40.71869690063098], [-73.88326660515293, 40.718646571015036], [-73.88304921716231, 40.71862883456037]]]]}",Q102-ZN01-BASEBALL-3,True,Natural,False,104.0,False,False,False,30.0,False,1206.7354356038911,
B110,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91403864365911, 40.681794515259895], [-73.91399856863137, 40.68159253231056], [-73.91385039278946, 40.68161072712719], [-73.91388969098108, 40.6818121188091], [-73.91403864365911, 40.681794515259895]]]]}",B110-BASKETBALL-1,False,Asphalt,False,73.0,False,False,False,41.0,False,232.0375813488044,
B130,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97592411492444, 40.64970707284488], [-73.97589701222327, 40.64976344857383], [-73.97608103492986, 40.650147154299624], [-73.97614423174298, 40.650150609203465], [-73.97620742984574, 40.65014715079972], [-73.97626932862805, 40.650136848159796], [-73.97632865935373, 40.650119913546924], [-73.97638420289962, 40.65009669521488], [-73.9764348205011, 40.65006766840914], [-73.97647947267198, 40.650033430867204], [-73.97651724049372, 40.64999468391148], [-73.97655397799903, 40.6499404343234], [-73.97657725728153, 40.64988202609458], [-73.9765863115517, 40.64982137627901], [-73.97658084693103, 40.64976047766544], [-73.97656104010511, 40.64970133123798], [-73.97652754188817, 40.64964587773737], [-73.97648145477316, 40.64959594092535], [-73.97642429038812, 40.64955315913824], [-73.97592411492444, 40.64970707284488]]]]}",B130-BASEBALL-1,False,Asphalt,False,72.0,True,False,False,39.0,False,638.9583090761129,
B264,False,False,False,False,False,04,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96109499824294, 40.706494964605064], [-73.96117779018473, 40.706441956037075], [-73.96112574348811, 40.70639772246015], [-73.96104440296905, 40.7064496274552], [-73.96109499824294, 40.706494964605064]]]]}",B264-BASKETBALL-4,False,Asphalt,False,90.0,False,False,False,33.0,False,102.73181961179657,
M065,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98251973009806, 40.716190983047646], [-73.98236730137442, 40.716143577657256], [-73.98232256171751, 40.7162316082752], [-73.98247250288533, 40.7162789989374], [-73.98251973009806, 40.716190983047646]]]]}",M065-HANDBALL-1,False,Asphalt,False,7.0,False,False,False,1.0,False,159.68102004948162,
Q129,False,False,False,False,False,03,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82097477839422, 40.69483143573772], [-73.82091483742536, 40.694711692911376], [-73.82082632716177, 40.69473658945419], [-73.82088342474881, 40.69485728334712], [-73.82097477839422, 40.69483143573772]]]]}",Q129-HANDBALL-3,False,Asphalt,False,102.0,False,False,False,28.0,False,146.61402692596357,
B217,False,False,False,False,False,04,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95148537996513, 40.695418588030385], [-73.95178605310461, 40.69538516848207], [-73.95176280377144, 40.6952569869578], [-73.95146257214795, 40.69528927468736], [-73.95148537996513, 40.695418588030385]]]]}",B217-BASKETBALL-2,False,Asphalt,False,79.0,False,False,False,36.0,False,263.02082315402527,
M196,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99748213451937, 40.712351362553456], [-73.99745459460036, 40.71217010176129], [-73.99729447081505, 40.71218461974431], [-73.99732255351432, 40.7123655717119], [-73.99748213451937, 40.712351362553456]]]]}",M196-BASKETBALL-1,False,Asphalt,False,5.0,False,False,False,1.0,False,222.11063230424796,
B141,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87438374822018, 40.67860011341129], [-73.87422915993395, 40.678621223715766], [-73.874244943187, 40.67869114077488], [-73.87439970993589, 40.67867081949556], [-73.87438374822018, 40.67860011341129]]]]}",B141-HANDBALL-2,False,Asphalt,False,75.0,False,False,False,37.0,False,139.1079665399165,
Q162F,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.7875529040521, 40.58960259549541], [-73.78739496697848, 40.58961140229201], [-73.78742079595618, 40.589861309971944], [-73.78757781355138, 40.5898532011477], [-73.7875529040521, 40.58960259549541]]]]}",Q162F-BASKETBALL-1,False,,False,101.0,False,False,,31.0,False,270.5860381762668,
B293,False,False,False,False,False,03,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9608511840825, 40.689153074848946], [-73.96082996851649, 40.689038947365034], [-73.96062254843865, 40.68906427015503], [-73.96064278737073, 40.689176887181965], [-73.9608511840825, 40.689153074848946]]]]}",B293-BASKETBALL-1,False,Asphalt,False,88.0,False,False,False,35.0,False,200.1055195326697,
Q305,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89161657267215, 40.70651917229403], [-73.89164392634447, 40.70649676629201], [-73.89164656389688, 40.706466249521924], [-73.89157789068992, 40.70631691148139], [-73.89155929366015, 40.70630079640982], [-73.89153271822681, 40.706293658226016], [-73.89151101172442, 40.706295536949696], [-73.8909185060122, 40.70644356147771], [-73.89090204541927, 40.706456124229895], [-73.89089477347176, 40.70647297942524], [-73.8909587717315, 40.706637144875955], [-73.89098128876553, 40.70665491259404], [-73.89101204147352, 40.70666276626442], [-73.89103810209032, 40.706660589184466], [-73.89161657267215, 40.70651917229403]]]]}",Q305-HOCKEY-1,False,Asphalt,False,104.0,False,False,False,30.0,True,543.5382236654746,
B214,False,False,False,False,False,03,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88637488918086, 40.65902043194611], [-73.88629359305565, 40.65905573834102], [-73.88637122015608, 40.659158437106775], [-73.88645251400341, 40.659123128854084], [-73.88637488918086, 40.65902043194611]]]]}",B214-01-HANDBALL-1,False,Asphalt,False,75.0,False,False,False,42.0,False,138.2745726769343,
B073,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97664796709697, 40.66126386548025], [-73.9766438196735, 40.66119715078191], [-73.97608452525162, 40.66081066929199], [-73.97601907767134, 40.660819795007576], [-73.97595578819562, 40.66083542736834], [-73.97589576611247, 40.66085729285322], [-73.97584006635806, 40.6608850071683], [-73.97578966468146, 40.66091808424638], [-73.97574544581772, 40.66095594344777], [-73.9757081845634, 40.66099792126255], [-73.97567853631257, 40.66104328121368], [-73.975657020496, 40.66109122736026], [-73.97564401466202, 40.66114091870454], [-73.97563974737562, 40.66119148179683], [-73.97564429229622, 40.66124203234657], [-73.97565757053864, 40.66129168152638], [-73.97567934948073, 40.66133955848465], [-73.97570924630436, 40.66138482385456], [-73.97574673626715, 40.6614266823632], [-73.97579116333748, 40.66146440174527], [-73.9758417461043, 40.66149731814819], [-73.97589759905615, 40.66152485414731], [-73.9759577408556, 40.66154652865424], [-73.9760211168071, 40.66156195962342], [-73.97608661422665, 40.66157087576285], [-73.97615308490928, 40.66157312284265], [-73.97664796709697, 40.66126386548025]]]]}",B073-ZN15-BASEBALL-4,False,Natural,False,78.0,True,False,False,39.0,False,836.0577607289598,
Q340,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92117834253045, 40.74748224262954], [-73.92107071163473, 40.74747007061681], [-73.92103911307726, 40.74763151880617], [-73.92114674422699, 40.747643691748664], [-73.92117834253045, 40.74748224262954]]]]}",Q340-VOLLEYBALL-01,False,Asphalt,False,108.0,False,False,False,26.0,False,179.2392743111849,
B251,False,False,False,False,False,06,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94071448771507, 40.575963229159484], [-73.94061388799818, 40.57598897632732], [-73.94066106350733, 40.57610103045613], [-73.94076398053846, 40.57607528444206], [-73.94071448771507, 40.575963229159484]]]]}",B251-ZN03-HANDBALL-1,False,Asphalt,False,61.0,False,False,False,48.0,False,145.52143874032984,
M186,False,False,False,False,False,04,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9347142335821, 40.81838214016818], [-73.93463422906977, 40.81834837484031], [-73.93456910018675, 40.81843780765462], [-73.93464910477527, 40.81847157122621], [-73.9347142335821, 40.81838214016818]]]]}",M186-HANDBALL-3,False,Asphalt,False,32.0,False,False,False,9.0,False,125.1388374787154,
X092,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87733300653373, 40.89684194792622], [-73.87732930267634, 40.89680727802223], [-73.8770706993861, 40.8968259446358], [-73.87707487622083, 40.89685954257422], [-73.87733300653373, 40.89684194792622]]]]}",X092-ZN11-BOCCE-1,False,Sand,False,47.0,False,False,False,11.0,False,168.4359394774367,
X039,False,False,True,False,False,05,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82487783083428, 40.849204032119005], [-73.8248743755522, 40.84915750467242], [-73.82485903295509, 40.84911238285856], [-73.82483239143436, 40.84907040101635], [-73.82479547727897, 40.849033172580306], [-73.82474970740154, 40.8490021278762], [-73.82469684204482, 40.848978460021065], [-73.8246389113792, 40.84896307888863], [-73.82457814207442, 40.848956575879654], [-73.82451686842712, 40.84895919947511], [-73.82445744818361, 40.84897084970524], [-73.82440216174348, 40.848991078896816], [-73.82435313503524, 40.84901910956481], [-73.82431225168436, 40.849053864893975], [-73.82428108294185, 40.849094009152694], [-73.82426082706846, 40.84913799892715], [-73.82425226173667, 40.849184144280706], [-73.82425998990831, 40.849247493173046], [-73.8242895672736, 40.84930701763181], [-73.82459452453014, 40.84945991728473], [-73.82465817398504, 40.849450531850614], [-73.82487783083428, 40.849204032119005]]]]}",X039-ZN01-BASEBALL-5,False,Natural,False,45.0,True,False,False,13.0,False,545.4948214757292,
Q021,False,False,False,False,False,13,False,False,Q,False,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77301322463867, 40.729643011501985], [-73.77290400401266, 40.72943455104521], [-73.7727831819562, 40.72946710662683], [-73.77289456578845, 40.72967393613535], [-73.77301322463867, 40.729643011501985]]]]}",Q021-ZN02-TENNIS-2,False,Asphalt,False,107.0,False,False,False,23.0,False,233.48090094461585,
M104,False,False,False,False,False,25,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91658267260607, 40.793766145976406], [-73.91659395879869, 40.79382748092639], [-73.91661413095449, 40.793887485060445], [-73.9166429388273, 40.793945417981526], [-73.91668002905173, 40.794000563529956], [-73.9167249415739, 40.794052240587156], [-73.91677712149033, 40.79409981028857], [-73.91683592614318, 40.794142686835386], [-73.91690062748856, 40.79418033839756], [-73.91697042629833, 40.794212300631735], [-73.91704446163534, 40.79423818029098], [-73.9171218179633, 40.79425765523031], [-73.91720154172056, 40.79427048702598], [-73.91728264488293, 40.79427651557553], [-73.9173641286525, 40.79427566721945], [-73.91744498464676, 40.79426795294126], [-73.91752421504509, 40.79425346658085], [-73.91738396172252, 40.793683426812684], [-73.91732777090468, 40.79365491630009], [-73.91658267260607, 40.793766145976406]]]]}",M104-ZN02-BASEBALL-15,False,Natural,False,25.0,True,False,False,8.0,False,801.268584511634,
Q128,False,False,False,False,False,04,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85330059468879, 40.68661706421266], [-73.85314310701004, 40.68666047527039], [-73.85317961762921, 40.686733429343626], [-73.85333710782838, 40.6866900155378], [-73.85330059468879, 40.68661706421266]]]]}",Q128-HANDBALL-6,False,Asphalt,False,102.0,False,False,False,32.0,False,149.79061084104248,
Q220C,False,False,False,False,False,03,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.80216303258284, 40.68041093727388], [-73.80210222728603, 40.68028648847758], [-73.80199680497002, 40.680316835525886], [-73.80205762286583, 40.68044056938915], [-73.80216303258284, 40.68041093727388]]]]}",Q220C-03-HANDBALL-1,False,Asphalt,False,113.0,False,False,False,28.0,False,158.93479818756717,
Q345,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.74964386306661, 40.6110741510296], [-73.74955005554345, 40.6110663390344], [-73.74939186815504, 40.61118923829341], [-73.74940102085225, 40.6112157715042], [-73.74943597338303, 40.61126221483163], [-73.74948966081486, 40.611296746313606], [-73.74952157565188, 40.61130817238544], [-73.74959072579868, 40.61131762007298], [-73.74965994569263, 40.61130847383192], [-73.74972088751613, 40.6112818366394], [-73.74974589133917, 40.611262890004404], [-73.7497710416035, 40.61123418919667], [-73.74964386306661, 40.6110741510296]]]]}",Q345-BASEBALL-1,False,Natural,False,101.0,True,False,False,31.0,False,296.7644416166437,
Q099,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84841703305689, 40.74086850256899], [-73.84835145936823, 40.740761237722495], [-73.84826185048964, 40.74079235293134], [-73.84833011788659, 40.74089790500683], [-73.84841703305689, 40.74086850256899]]]]}",Q099-ZN19-HANDBALL-1,False,Asphalt,False,110.0,False,False,False,21.0,False,139.61201438043275,
X106,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92815264497366, 40.81752528673626], [-73.92806172220408, 40.81750140469697], [-73.92801180974828, 40.81761901266164], [-73.9281031247774, 40.81764200169143], [-73.92815264497366, 40.81752528673626]]]]}",X106-HANDBALL-1,False,Concrete,False,40.0,False,False,False,17.0,False,142.9541780748948,
X211,False,False,False,False,False,02,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89877083295893, 40.82255976136768], [-73.8986408802011, 40.822559812002744], [-73.89863756472452, 40.82267726984739], [-73.89876907198726, 40.822677855430534], [-73.89877083295893, 40.82255976136768]]]]}",X211-HANDBALL-2,False,Asphalt,False,41.0,False,False,False,17.0,False,158.19784629945863,
M235,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98389532419809, 40.71434434962295], [-73.98366597639236, 40.71436089930938], [-73.98367953180752, 40.714472352902426], [-73.98390991917867, 40.714455407109924], [-73.98389532419809, 40.71434434962295]]]]}",M235-BASKETBALL-1,False,Asphalt,False,7.0,False,False,False,1.0,False,209.47403177833488,
M105,False,False,False,False,False,06,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99391105251999, 40.71742760033874], [-73.99363004809902, 40.717338806550686], [-73.99356360804835, 40.717466847277954], [-73.99384479521669, 40.71755528733594], [-73.99391105251999, 40.71742760033874]]]]}",M105-08-BASKETBALL-2,False,Asphalt,False,5.0,False,False,False,1.0,False,268.85998333531387,
B055,False,False,True,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9466172470536, 40.70685484147282], [-73.9466815515604, 40.706890953869916], [-73.94708137772679, 40.70685435068064], [-73.94711412303799, 40.70682158261036], [-73.94713932862284, 40.70678515859402], [-73.94715630854964, 40.70674607248623], [-73.94716459811677, 40.70670539208396], [-73.9471639716259, 40.70666422761601], [-73.94715444476788, 40.70662370472888], [-73.94713627819914, 40.706584928467514], [-73.94710996927544, 40.70654895895852], [-73.94707623432751, 40.70651677718271], [-73.94703599684333, 40.70648926335817], [-73.94699035435825, 40.70646716720917], [-73.94694055243394, 40.70645109264622], [-73.9468879527243, 40.706441478841306], [-73.94683399156993, 40.70643858850289], [-73.94678013977254, 40.706442500653694], [-73.94672787183252, 40.706453107914754], [-73.94667861151454, 40.70647012098316], [-73.94666368786083, 40.70647685619877], [-73.94662728302309, 40.70649708462408], [-73.94659487493338, 40.706520925943295], [-73.94656707691786, 40.70654793018871], [-73.9466172470536, 40.70685484147282]]]]}",B055-BASEBALL-2,False,Synthetic,False,90.0,True,False,False,34.0,False,543.7613597266759,
