src_block,_2010source_eui_kbtu_ft,_2014_source_eui_kbtu_ft,building,LOT,BRGH_CD,ghg_emissions_intensity,bin,agency
1671.0,89.1,103.9,K262,1900-01-18,3.0,6,3046876.0,DOE
8221.0,71.6,75.3,Q067,1900-01-11,4.0,3.8,4170797.0,DOE
6507.0,121.1,125.3,Q219,1899-12-31,4.0,6.1,4448708.0,DOE
15900.0,319.8,297.8,Rockaway Job Center FS42 MICSA (Leased),1900-01-07,4.0,9,4301932.0,HRA
3146.0,171,163.4,X209,1900-03-12,2.0,5.5,2103868.0,DOE
1137.0,11.1,10.1,Lincoln Center Campus: Lincoln Center Garage (Rose Building) (Leased),1899-12-31,1.0,0.3,1000000.0,CIG
10092.0,38.5,37.8,Parking Garage,1899-12-31,4.0,1,4215602.0,NYPD
2451.0,188.8,183.4,Q877,1900-01-20,4.0,6.2,4056455.0,DOE
3186.0,257.8,233.7,"Engine Co. 75 and Ladder Co. 33, Batt. 19",1900-02-05,2.0,7.8,2816976.0,FDNY
767.0,172.7,177,M451,1900-03-08,1.0,5.8,1013858.0,DOE
8760.0,293.6,303.1,Temporary Building #1 (UAPC),1900-02-28,3.0,10.2,3852579.0,CUNY-C
2040.0,313.9,418.1,Center for the Arts,1899-12-31,5.0,11,5107297.0,CUNY-S
5111.0,218.6,208.9,K399,1899-12-31,3.0,7.7,3117396.0,DOE
3170.0,130.7,131.5,X079,1899-12-31,2.0,5.5,2013849.0,DOE
1373.0,426.1,210.6,Coler-Goldwater Hospital Campus: Coler Campus,1900-02-18,1.0,12.2,1040750.0,HHC
15541.0,177.8,186.8,Q253,1899-12-31,4.0,6,4297972.0,DOE
1500.0,317.4,343.2,Elmhurst Hospital Center Campus: Women's Health Pavilion,1900-01-01,4.0,13.3,4539651.0,HHC
2625.0,106.2,79.2,X157,1899-12-31,2.0,2.9,2004464.0,DOE
7893.0,730.6,208.6,Brooklyn South 15 District Garage - 49th St (Leased),1900-02-20,3.0,8.6,3220944.0,DSNY
3351.0,160.2,99.5,"X056 within (X056, X865)",1899-12-31,2.0,4.2,2018457.0,DOE
2453.0,229.4,245.2,Williamsburg Bridge Repair Shops,1899-12-31,3.0,12.3,3335960.0,DOT
1624.0,160.6,163.2,Lutheran Social Services of NY (Leased),1899-12-31,3.0,4.4,3044209.0,ACS
6302.0,223.1,189.8,Dyker Branch Library,1900-02-04,3.0,5.9,3164019.0,BPL
5043.0,302,332,Flushing (ALC) Community Library,1900-01-10,4.0,10.9,4114282.0,QPL
4449.0,Not Available,160.2,K422,1899-12-31,3.0,5,3398623.0,DOE
49.0,94.9,109.8,R031,1900-06-30,5.0,5.7,5001150.0,DOE
3259.0,196.7,159.6,Grand Street Settlement Inc.(Leased),1900-01-22,3.0,4.3,3074237.0,ACS
185.0,850.4,739.5,St. George Ferry Terminal,1900-07-21,5.0,24.7,5816091.0,DOT
9833.0,260.8,279.3,Jamaica Arms Hotel / Family Respite Residence,1900-01-03,4.0,12.5,4448804.0,DHS
6517.0,229,111.9,Rathaus Hall,1899-12-31,4.0,3.8,4439919.0,CUNY-S
7279.0,371.4,294,Precinct,1900-10-16,3.0,11.2,3196591.0,NYPD
1109.0,138.3,173,Passenger Ship Terminal,1900-01-29,1.0,4.6,1087587.0,EDC
1733.0,433.2,616.8,Harlem Hospital Center Campus: Luther King Pavilion,1899-12-31,1.0,23.3,1053899.0,HHC
2236.0,125.5,103.6,K380,1900-01-08,3.0,4.9,3061235.0,DOE
387.0,119.6,113.8,M064,1899-12-31,1.0,4.5,1004627.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Wildlife Health Center,1900-01-19,2.0,36,2123911.0,CIG
7775.0,79.8,120.3,K852,1899-12-31,3.0,6.2,3215550.0,DOE
7250.0,89.7,95.5,K303,1900-01-24,3.0,4.6,3196292.0,DOE
1882.0,91,120.5,Shaft Maintenance/Kent Avenue Machine Shop,1899-12-31,3.0,3.7,3054189.0,DEP
1779.0,194.3,255.6,Kosciusko Pool House,1900-01-26,3.0,9.2,3255870.0,DPR
1725.0,Not Available,199.1,Q287,1899-12-31,4.0,6.3,4540018.0,DOE
644.0,0.2,6.7,Marine Terminal Storage,1899-12-31,3.0,0.2,3336825.0,NYPD
1289.0,224.3,217.9,K590,1900-01-24,3.0,7.7,3348092.0,DOE
2525.0,1101.8,654.9,Newtown Creek WPCP Campus: Main Building,1899-12-31,3.0,18.3,3332517.0,DEP
3223.0,95.3,41.9,MacCracken Hall,1900-02-18,2.0,1.1,2090982.0,CUNY-C
2444.0,509.2,436.5,Bronx County Hall of Justice,1899-12-31,2.0,13.4,2097114.0,DCAS
955.0,156.9,117.2,Sea View Hospital Rehabilitation Center,1900-03-15,5.0,4.4,5113197.0,HHC
3794.0,153.8,197.2,Stone Avenue Branch Library,1900-01-17,3.0,6.9,3084596.0,BPL
1162.0,329.8,390.1,Precinct,1899-12-31,3.0,13.1,3028914.0,NYPD
971.0,96.1,117,Q002,1899-12-31,4.0,4.7,4021375.0,DOE
1819.0,98.7,83,K305,1900-01-13,3.0,3.5,3051458.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Center for Global Conservation,1900-01-19,2.0,36,2123911.0,CIG
2520.0,216.2,183,Staten Island 2 District Garage,1899-12-31,5.0,6.9,5828489.0,DSNY
668.0,179.6,194.3,Precinct,1900-01-28,3.0,6.9,3009843.0,NYPD
4595.0,95.1,100.9,K398,1900-01-14,3.0,4.9,3323072.0,DOE
5153.0,80,78.1,R024,1900-04-17,5.0,4.1,5065854.0,DOE
6789.0,127.6,137.9,Q200,1899-12-31,4.0,7.8,4146990.0,DOE
1941.0,355.9,306.4,DeKalb Job Center #64 Offices (Leased),1900-01-19,3.0,10,3055395.0,HRA
4832.0,213.6,163.5,Bronx Neighborhood Building,1900-01-08,2.0,7.1,2063174.0,DCAS
3222.0,95.3,122.4,Energy Plant,1900-03-02,2.0,3.3,2100251.0,CUNY-C
3247.0,106.5,174,Fine Arts Building,1899-12-31,2.0,4.6,2097313.0,CUNY-S
4844.0,146,144.4,"K835 within (K235, K835, K980)",1899-12-31,3.0,5.7,3107846.0,DOE
1154.0,222.8,190.9,M837 (Leased),1900-04-17,1.0,5.8,1030328.0,DOE
2996.0,119.3,118.8,X050,1900-01-09,2.0,6.1,2010786.0,DOE
15980.0,891.3,744.8,Q14 District Garage,1900-01-01,4.0,32.7,4854048.0,DSNY
