Thoroughfare,project_id,location_segment_id,ProjClass,StatFlag,oft_code,location_community_board
Utopia Parkway,Q2016-08-17,82085.0,Intersection,,413240465690000000,408.0
Pelham Parkway,X2007-11-10,53586.0,Intersection,,231520257720000000,211.0
South Conduit Avenue,Q2011-05-07,31729.0,Intersection,,423170462890000000,410.0
East 31 Street,K2020-17-03,18426.0,Intersection,,329630336180000000,317.0
75 Avenue,Q2013-08-13,54899.0,Intersection,,415550415690000000,408.0
Caldwell Avenue,Q2005-05-3,45543.0,Intersection,,414840438290000000,405.0
Walbrooke Avenue,S2014-01-74,8962.0,Intersection,,547525553883000000,
Body Of Water,S2016-03-07,107551.0,Intersection,,518510547823000000,502.0
Jackson Street,B202301005,40535.0,Intersection,,351530352530000000,301.0
203 Street,Q2011-12-20,39763.0,Intersection,,419240425990000000,412.0
Schaefer Street,K2017-04-04,27232.0,Intersection,,323930375230000000,304.0
Rockland Avenue,S2018-02-46,3588.0,Intersection,,518510545224000000,502.0
Belt Parkway,K2017-15-20,24961.0,Intersection,,320930377030000000,315.0
Smiths Lane,K2019-18-17,28610.0,Intersection,,337930377740000000,
157 Avenue,Q2016-10-25,32015.0,Intersection,,419040423750000000,410.0
Hampton Green,S2006-03-16,2741.0,Intersection,,518510531425000000,503.0
Cross Island Parkway,Q2005-07-19,56710.0,Intersection,,424040440990000000,407.0
Bronx Boulevard,X2010-12-09,54142.0,Intersection,,212550215020000000,212.0
East 4 Street,K2008-15-14,16531.0,Intersection,,314530334980000000,315.0
North Conduit Avenue,Q2008-10-09,33982.0,Intersection,,421640457550000000,410.0
Mill Avenue,K2008-18-11,25960.0,Intersection,,359353361000000000,318.0
Henry Street,K2018-06-12,14682.0,Intersection,,324830348830000000,306.0
Hendrickson Place,K2012-18-10,25770.0,Intersection,,340930348620000000,318.0
Flatbush Avenue,K2010-14-06,18342.0,Intersection,,340230340930000000,314.0
Long Island Expressway,Q2013-04-17,50044.0,Intersection,,419190450290000000,404.0
Rockaway Boulevard,Q2008-12-16,36251.0,Intersection,,423020460810000000,412.0
Belt Parkway,K2004-15-2,17148.0,Intersection,,318630377030000000,315.0
Humboldt Street,K2019-01-17,27367.0,Intersection,,332530351530000000,301.0
207 Street,Q2015-13-19,39924.0,Intersection,,420240426170000000,413.0
Belt Parkway,K2017-13-19,16584.0,Intersection,,367730377030000000,313.0
Foster Avenue,K2017-18-08,26562.0,Intersection,,318950341730000000,318.0
Fieldston Road,X2021-08-01,49428.0,Intersection,,212550232620000000,208.0
Reynolds Street,S2006-01-19,10733.0,Intersection,,518510544738000000,501.0
Christopher Street,M2015-02-07,20543.0,Intersection,,110510115210000000,102.0
Astoria Boulevard,Q2016-01-05,46342.0,Intersection,,410740428790000000,401.0
Bend,K2008-07-05,17898.0,Intersection,,306930318950000000,307.0
221 Street,Q2018-13-03,40237.0,Intersection,,420735426890000000,413.0
White Plains Road,X2018-09-03,91358.0,Intersection,,222240277150000000,209.0
Loring Avenue,K2011-05-05,31385.0,Intersection,,341430357130000000,305.0
Van Nest Avenue,X2015-11-10,52625.0,Intersection,,212550271120000000,211.0
19 Street,K2018-07-07,17892.0,Intersection,,306180307030000000,307.0
Ocean Parkway,K2009-07-12,17955.0,Intersection,,325130367730000000,307.0
Lafayette Avenue,X2015-10-32,52362.0,Intersection,,241720245120000000,210.0
East 141 Street,X2014-01-19,43244.0,Intersection,,215920225890000000,201.0
Bend,X2014-09-36,9039913.0,Intersection,,222240212550 00000,
St Lawrence Avenue,X2016-09-29,51971.0,Intersection,,264220265820000000,209.0
Huron Street,Q2019-10-16,32023.0,Intersection,,423690450600000000,410.0
Northern Boulevard,Q2014-11-21,59574.0,Intersection,,439070457790000000,411.0
City Limit,X2012-12-04,54658.0,Intersection,,212550219530000000,212.0
Morgan Avenue,K2016-01-45,27599.0,Intersection,,353530362630000000,301.0
Henry Hudson Parkway,X2007-08-01,45053.0,Intersection,,275175239220 00000,
Bend,X2013-02-05,105044.0,Intersection,,215920212550 00000,
East 51 Street,M2016-05-02,22521.0,Intersection,,110410118010000000,105.0
Riverdale Avenue,K2004-05-14,29484.0,Intersection,,364530373380000000,305.0
Dead End,Q2005-05-29,30330.0,Intersection,,413840441700000000,405.0
81 Street,K2013-11-03,13293.0,Intersection,,306580310630000000,311.0
205 Street,Q202212018,39903.0,Intersection,,420790426090000000,412.0
Macombs Road,X2013-04-08,44106.0,Intersection,,212550248220000000,204.0
Reservoir Oval,X2015-07-18,49203.0,Intersection,,212550260920000000,207.0
I 678,Q2020-09-29,34964.0,Intersection,,419440466290000000,409.0
West 7 Street,K2019-13-08,16342.0,Intersection,,320750390830000000,313.0
170 Street,Q2009-12-24,37449.0,Intersection,,420790424590000000,412.0
206 Street,Q2004-07-27,60246.0,Intersection,,407340426140000000,407.0
Richmond Terrace,S2017-01-15,9628.0,Intersection,,517345545050000000,
Hannibal Street,Q2018-12-25,37645.0,Intersection,,442945448600000000,412.0
Hylan Boulevard,S2004-02-36,7133.0,Intersection,,518510534100000000,503.0
Jerome Avenue,X2010-04-13,71946.0,Intersection,,212550242820000000,204.0
East 166 Street,X2007-02-08,47729.0,Intersection,,213820226640000000,203.0
Ryerson Street,K2017-02-47,19353.0,Intersection,,363030374530000000,302.0
St Nicholas Avenue,M2010-12-02,24162.0,Intersection,,113113131190000000,109.0
West 26 Street,M2004-04-6,21250.0,Intersection,,110810134290000000,104.0
Bend,S2004-02-17,3368.0,Intersection,,517408518510000000,502.0
Remsen Avenue,K2021-17-08,26304.0,Intersection,Paving Completed,337230373210000000,317.0
Mulberry Street,M2003-02-6,20604.0,Intersection,,119890126990000000,102.0
Radcliff Avenue,Q2007-04-10,49971.0,Intersection,,419390460035000000,404.0
Merrick Boulevard,Q2011-12-46,81335.0,Intersection,,429090455590000000,412.0
220 Street,Q2011-12-14,39166.0,Intersection,,421970426860000000,413.0
Belt Parkway,B202315028,24970.0,Intersection,,330130377030000000,315.0
Todt Hill Road,S2016-02-47,8622.0,Intersection,,518510551470000000,502.0
Cross Bay Bridge Exit Ramp,Q2006-14-18,33049.0,Intersection,,435290497040000000,414.0
Troy Avenue,K2010-18-06,26148.0,Intersection,,332600386030000000,317.0
Alameda Avenue,Q2004-11-11,9031624.0,Intersection,,457790427490 00000,
72 Street,K2019-10-11,11863.0,Intersection,,305680310180000000,310.0
Bend,Q2016-11-59,61989.0,Intersection,,442785435780 00000,
Morris Avenue,X2008-04-12,44043.0,Intersection,,226550252120000000,204.0
68 Street,Q2002-02-23,45371.0,Intersection,,410790414440000000,402.0
Hudson Avenue,K2007-02-09,16049.0,Intersection,,331530351330000000,302.0
Richmond Terrace,S2020-01-21,9461.0,Intersection,,518510545050000000,501.0
Park Avenue,M2013-08-02,78508.0,Intersection,,118690127790000000,108.0
Linden Boulevard,B202217009,26287.0,Intersection,Ready for Milling,337080356230000000,317.0
Queens Boulevard,Q2017-08-66,82540.0,Intersection,,417590459990000000,408.0
Bend,S2014-03-57,1224.0,Intersection,,515650518510000000,503.0
Union Turnpike,Q2009-11-15,61336.0,Intersection,,417390465590000000,
East 176 Street,X2008-05-07,47896.0,Intersection,,218320226940000000,205.0
65 Street,K2017-11-22,13571.0,Intersection,Paving Completed,306880309830000000,311.0
Troy Avenue,K2010-08-03,26808.0,Intersection,,331830386030000000,308.0
Silver Lake Road,S2014-01-42,9152.0,Intersection,,532345547900000000,501.0
West 254 Street,X2016-08-07,49350.0,Intersection,,239220275185000000,208.0
211 Street,Q202311060,59712.0,Intersection,Ready for Milling,409140426390000000,411.0
133 Avenue,Q2013-10-23,31750.0,Intersection,,417740422090000000,410.0
Travis Avenue,S2014-02-22,3435.0,Intersection,,542670551735000000,
Rockaway Boulevard,Q202310009,33716.0,Intersection,Ready for Milling,419940460810000000,410.0
Belt Parkway,K2015-15-02,24815.0,Intersection,,336080377030000000,315.0
Hicks Street,K2017-06-03,15504.0,Intersection,,328930349630000000,306.0
Kings Highway,K2012-18-06,25577.0,Intersection,,314030354050000000,318.0
162 Street,Q2008-07-05,55978.0,Intersection,,410140424140000000,407.0
Belt Parkway,K2009-13-03,12944.0,Intersection,,318950377030000000,313.0
Nycta Subway,M2018-08-17,71227.0,Intersection,,111010127310000000,112.0
Bend,S2018-01-59,8858.0,Intersection,,517390518510000000,501.0
Sand Lane,S2017-02-47,65667.0,Intersection,,518510546100000000,502.0
Flatlands Avenue,K2014-05-06,29050.0,Intersection,,315480341030000000,305.0
East Gun Hill Road,X2015-12-19,54069.0,Intersection,,208320229320000000,211.0
New York Avenue,K2020-18-03,17831.0,Intersection,,314030364830000000,314.0
East 102 Street,K2020-18-11,28874.0,Intersection,,314180338190000000,318.0
East Tremont Avenue,X2014-10-07,47897.0,Intersection,,212550229620000000,205.0
Main Street,Q2014-08-06,54901.0,Intersection,,414810454580000000,408.0
Orloff Avenue,X2019-08-08,67196.0,Intersection,,212550256020000000,208.0
William Avenue,S2015-03-51,4252.0,Intersection,,533102555450000000,503.0
64 Street,K2018-10-03,13218.0,Intersection,,305880309780000000,310.0
Linden Boulevard,K2017-17-09,26103.0,Intersection,,336780356230000000,317.0
212 Street,Q2017-13-36,61218.0,Intersection,,418640426440000000,413.0
Flatlands Avenue,K2020-18-16,25401.0,Intersection,Paving Completed,336430341030000000,318.0
Morris Avenue,X2016-04-24,43010.0,Intersection,,226340252120000000,201.0
East 22 Street,K2008-14-10,18290.0,Intersection,,329630335780000000,314.0
153 Avenue,Q202310007,31567.0,Intersection,Ready for Milling,416490423390000000,410.0
211 Street,Q2020-11-17,59804.0,Intersection,Ready for Paving,410150426390000000,411.0
Bend,X2012-02-21,53023.0,Intersection,,215920212550 00000,
257 Street,Q2016-13-45,38634.0,Intersection,,423170427272000000,413.0
East 89 Street,K2017-18-11,28520.0,Intersection,,314230337780000000,318.0
Riverside Drive,M2004-12-1,9040786.0,Intersection,,113113129690000000,107.0
Riverside Drive,M2004-12-1,66281.0,Intersection,,113113129690000000,107.0
Forest Avenue,S2015-01-63,3716.0,Intersection,,518510529150000000,501.0
Shore Parkway,K2010-13-03,9045713.0,Intersection,,376460377030 00000,
Woodhaven Boulevard,Q2008-05-24,88023.0,Intersection,,465590468090000000,406.0
Northern Boulevard,Q2003-11-1,62532.0,Intersection,,454120457790000000,411.0
Williams Avenue,K2017-05-17,79604.0,Intersection,,313430392930000000,305.0
Rhett Avenue,S202403074,4647.0,Intersection,Ready for Milling,538220544739000000,503.0
110 Street,Q2017-09-03,32737.0,Intersection,,417190420390000000,409.0
Hanson Place,K2010-02-08,18651.0,Intersection,,318950347130000000,302.0
Nycta Subway,S2020-02-22,8223.0,Intersection,,525250549876000000,502.0
Hutchinson River Parkway,X2016-10-02,84767.0,Intersection,,212550241720000000,210.0
Riverside Drive,M2018-09-01,24036.0,Intersection,,111112129690000000,109.0
East 174 Street,X2013-04-13,9045945.0,Intersection,,212550226880000000,204.0
Sedgwick Avenue,X2016-08-18,49524.0,Intersection,,212550263820000000,205.0
Grand Central Parkway,Q2020-08-02,83247.0,Intersection,,445890447390000000,408.0
Northern Boulevard,Q2012-03-08,46563.0,Intersection,,416290457790000000,403.0
Autumn Avenue,K2016-05-13,79791.0,Intersection,,313430313630000000,305.0
33 Road,Q2019-01-22,41553.0,Intersection,,407300408340000000,401.0
Bruckner Boulevard,X2009-10-06,105044.0,Intersection,,212550215920000000,202.0
Madison Avenue,M2009-05-13,22505.0,Intersection,,117870125390000000,105.0
Huxley Street,Q2016-13-03,38568.0,Intersection,,423170450620000000,413.0
Body Of Water,S2018-03-46,107665.0,Intersection,,518510547823000000,502.0
West Tremont Avenue,X2015-05-15,44132.0,Intersection,,212550276850000000,205.0
Union Turnpike,Q2010-11-08,61200.0,Intersection,,448900465590000000,411.0
Long Island Railroad,Q2018-02-40,37585.0,Intersection,,435780454102000000,402.0
Kings Highway,K2007-15-12,90786.0,Intersection,,314380354050000000,314.0
Todt Hill Road,S2016-02-47,7871.0,Intersection,,518510551470000000,502.0
219 Street,Q2013-13-04,61317.0,Intersection,,418040426850000000,413.0
Senator Street,K2005-10-1,12115.0,Intersection,,305580376230000000,310.0
Douglaston Parkway,Q2021-11-14,9040854.0,Intersection,,427106442785000000,411.0
Narrows Avenue,K2008-10-14,11450.0,Intersection,,310980363530000000,310.0
Body Of Water,Q2009-14-02,33344.0,Intersection,,435780462250000000,410.0
Braddock Avenue,Q2011-13-30,61605.0,Intersection,,427135436690000000,413.0
St James Place,B202402005,18806.0,Intersection,,342730380230000000,302.0
East Drive,M2020-64-01,23386.0,Intersection,,113113198020000000,164.0
West 246 Street,X202308020,44874.0,Intersection,,212550275140000000,208.0
Locust Avenue,S2002-02-32,7306.0,Intersection,,515480537010000000,502.0
City Limit,X2017-12-04,54570.0,Intersection,,212550219530000000,212.0
Springfield Boulevard,Q2002-13-19,61318.0,Intersection,,418040463290000000,413.0
Tuskegee Airmen Way,Q2013-12-29,35301.0,Intersection,,423540462990000000,412.0
31 Avenue,Q2018-01-12,41503.0,Intersection,,405790407990000000,401.0
Normalee Road,S2009-02-13,9816.0,Intersection,,523900540545000000,502.0
Lyman Place,X2015-03-11,47929.0,Intersection,,226730247620000000,203.0
Risse Street,X2012-07-07,71012.0,Intersection,,242820276790000000,207.0
251 Street,Q2002-13-3,62750.0,Intersection,,417590427235000000,413.0
East 17 Street,K2015-15-21,16928.0,Intersection,,314580335580000000,315.0
Verona Street,K2009-06-11,14377.0,Intersection,,386730388330000000,306.0
Hylan Boulevard,S2002-02-36,67976.0,Intersection,,528400534100000000,502.0
Bruckner Boulevard,X2014-10-15,53153.0,Intersection,,212550215920000000,202.0
Paerdegat Avenue South,K2020-18-26,25821.0,Intersection,,337430368940000000,318.0
Grinnell Place,X202302004,47350.0,Intersection,,234820236890000000,202.0
150 Street,Q2013-07-07,56425.0,Intersection,,407540423290000000,407.0
Body Of Water,S2018-03-46,11345.0,Intersection,,518510547823000000,502.0
Irvington Place,K2004-14-3,85565.0,Intersection,,335580352250000000,314.0
Brook Avenue,S2016-03-75,7119.0,Intersection,,517110520590000000,503.0
Plaza Street,K2021-06-15,18684.0,Intersection,Paving Completed,356030371030000000,306.0
West 137 Street,M202510001,78143.0,Intersection,Ready for Milling,110610136510000000,110.0
West 10 Street,K2009-11-01,13671.0,Intersection,,314330390980000000,311.0
164 Street,Q2021-08-20,55280.0,Intersection,,414890424240000000,408.0
Legion Street,K2007-16-03,27100.0,Intersection,,319830355130000000,316.0
Woodhaven Boulevard,Q2014-09-09,87854.0,Intersection,,417440468090000000,409.0
Woodhaven Boulevard,Q2016-06-11,81817.0,Intersection,,413990468090000000,405.0
Croes Avenue,X2020-09-05,51949.0,Intersection,,215920222020000000,209.0
Johnson Avenue,X2017-08-04,66621.0,Intersection,,212550243120000000,208.0
Stanley Avenue,K2004-05-8,29705.0,Intersection,,339730381050000000,305.0
Cropsey Avenue,K2015-10-02,11762.0,Intersection,,305780330630000000,
Park Avenue,K2015-02-31,16088.0,Intersection,,363985369230000000,302.0
Roosevelt Avenue,Q2016-03-18,46620.0,Intersection,,416290461090000000,404.0
Union Street,K2017-06-42,14874.0,Intersection,,351030386530000000,306.0
Randall Avenue,X2014-10-06,84807.0,Intersection,,230820260520000000,210.0
3 Avenue,X2015-06-01,48890.0,Intersection,,212550268020000000,201.0
East 28 Street,K2018-15-08,17185.0,Intersection,,314530336080000000,315.0
Farragut Road,K2017-17-14,26071.0,Intersection,,312130340230000000,317.0
Francis Lewis Boulevard,Q2003-07-19,83273.0,Intersection,,424340445890000000,407.0
Ocean Terrace,S2013-02-34,8973.0,Intersection,,539240541320000000,502.0
East 35 Street,K2009-17-04,18479.0,Intersection,,313880336380000000,317.0
Ocean Terrace,S2016-02-69,8070.0,Intersection,,518510541320000000,502.0
215 Street,Q2004-07-43,60398.0,Intersection,,406150426640000000,407.0
Union Turnpike,Q2019-13-68,81358.0,Intersection,,427340465590000000,413.0
Rosedale Avenue,X2008-09-08,84714.0,Intersection,,215920262420000000,209.0
Jay Avenue,Q202205040,45345.0,Intersection,,414440451390000000,405.0
East 3 Street,M2021-03-18,20785.0,Intersection,,110110117050000000,103.0
East 7 Street,M2016-03-11,20794.0,Intersection,,110110117130000000,103.0
Findlay Avenue,X2014-04-07,44159.0,Intersection,,226670232820000000,204.0
Riverdale Avenue,X2015-08-10,92626.0,Intersection,,242320261520000000,208.0
Horace Harding Expressway,Q2004-11-12,62238.0,Intersection,,454800450290 00000,
63 Street,Q2019-02-11,46277.0,Intersection,,409140413190000000,402.0
Linden Boulevard,K2010-16-03,88951.0,Intersection,,323130356230000000,316.0
Neill Avenue,X2016-11-24,53580.0,Intersection,,247420253520000000,211.0
West 246 Street,X2007-08-01,45032.0,Intersection,,239220275140000000,208.0
St Nicholas Avenue,M2012-12-03,43468.0,Intersection,,113113131190000000,109.0
Ralph Avenue,B202303013,65863.0,Intersection,,318950373110000000,303.0
213 Street,Q2002-11-15,86389.0,Intersection,,411640426490000000,411.0
Laurel Hill Boulevard,Q2019-02-03,41062.0,Intersection,,410390453090000000,402.0
Borough Boundary,Q2002-13-2,40507.0,Intersection,,439024413185 00000,
Parsons Boulevard,Q2017-08-73,35155.0,Intersection,,417090458590000000,408.0
West 151 Street,M2016-09-03,43308.0,Intersection,,131190136790000000,109.0
Nycta Subway,K2016-11-24,16366.0,Intersection,,314630367047000000,313.0
Rockland Avenue,S2007-02-34,5675.0,Intersection,,518510545224000000,502.0
Queens Midtown Tunnel Approach,M2009-06-04,22562.0,Intersection,,113113197680000000,106.0
71 Street,K2018-11-11,13564.0,Intersection,,306980310080000000,311.0
Williams Avenue,K2017-05-17,29242.0,Intersection,,318950392930000000,305.0
Kings Highway,K2006-18-14,90225.0,Intersection,,336330354050000000,318.0
White Plains Road,X202509002,52131.0,Intersection,Ready for Milling,255020277150000000,209.0
Co-Op City Boulevard,X2006-10-6,58060.0,Intersection,,212550221125000000,210.0
Sunnyside Court,B202305017,29472.0,Intersection,,332600383535000000,305.0
Rockland Avenue,S2018-02-46,3588.0,Intersection,,518510545224000000,502.0
62 Street,K2009-07-19,85543.0,Intersection,,305280309680000000,307.0
Bend,Q2016-11-26,68684.0,Intersection,,442785435780 00000,
East 43 Street,K2015-17-02,26087.0,Intersection,,329630336780000000,317.0
Clintonville Street,Q2019-07-20,56544.0,Intersection,,405760439190000000,407.0
112 Street,Q2016-06-12,50560.0,Intersection,,415740420590000000,406.0
Riverside Drive,M2018-07-23,24441.0,Intersection,,113113129690000000,107.0
Amtrak Rr,M2005-07-14,21652.0,Intersection,,135210111720000000,
Ocean Parkway,K2016-13-04,87605.0,Intersection,,314880367730000000,313.0
